,,,,,,,,,,,,,PO multiplier,Exchange rate
,,,,,,,,,,,,JPY,1.1440000000000001,0.26
,,,,,,,,,,,,USD,1.16688,38
Category,Part No.,Previous Model No. ,New Model No. ,Unit ,"Manufacturer's suggested 
retail price","(New) Manufacturer's suggested 
retail price",Conversion to FT,% dif for cost,"(TTCL Internal Use)
PO Price","PO price
JPY/USD",PO price currency,REMARK (internal),"(TTCL Internal Use)
 THB Cost","(TTCL Internal Use)
GP",Pricelist Name,Multipiler,"Make same Price as Standard Price (THB)
=JPY/USD*Mul.","(New)
Make same Price as Standard Price","Standard Price (THB)
*Copy from excel",เช็คความต่าง %,"DIST. PL
 MUL.",Dist. Ex rate,Unit price (THB),(NEW) Unit price (THB),% dif for Unit price (SP),Status,Supplier Name,"Stock Reference 
(RPP)","Cutting &
Assembly",Detail
A11,5016,RS40-5-JL,RS40-5-MWJL,PC,1620,1620,1,"{""sharedFormula"":""I42""}",0.355,575.1,JPY(¥),,171.05774400000004,0.04129049180327851,KTE STOCK,0.941358024691358,1525,1525,1525,"{""sharedFormula"":""U42""}",0.52,0.225,178.425,178.425,"{""sharedFormula"":""Z42""}",,TC
A11,5017,RS40-6-JL,RS40-6-MWJL,PC,1950,1950,1,"{""sharedFormula"":""I42""}",0.355,692.25,JPY(¥),,205.90284000000003,0.0414742193173565,KTE STOCK,0.9415384615384615,1836,1836,1836,"{""sharedFormula"":""U42""}",0.52,0.225,214.812,214.812,"{""sharedFormula"":""Z42""}",,TC
A11,5020,RS50-3-JL,RS50-3-MWJL,PC,726,726,1,"{""sharedFormula"":""I42""}",0.355,257.72999999999996,JPY(¥),,76.6592112,-0.052242196636523866,KTE STOCK,0.9449035812672176,686,686,686,"{""sharedFormula"":""U42""}",0.472,0.225,72.8532,72.85319999999999,-1.9506150334099261e-16,,TC
A11,5021,RS50-4-JL,RS50-4-MWJL,PC,1410,1410,1,"{""sharedFormula"":""I42""}",0.355,500.54999999999995,JPY(¥),,148.883592,0.04033986928104577,KTE STOCK,0.9404255319148936,1326,1326,1326,"{""sharedFormula"":""U42""}",0.52,0.225,155.142,155.14200000000002,1.831980342550954e-16,,TC
A11,5022,RS50-5-JL,RS50-5-MWJL,PC,1800,1800,1,"{""sharedFormula"":""I42""}",0.355,639,JPY(¥),,190.06416000000002,0.03763033175355447,KTE STOCK,0.9377777777777778,1688,1688,1688,"{""sharedFormula"":""U42""}",0.52,0.225,197.496,197.496,"{""sharedFormula"":""Z42""}",,TC
A11,5023,RS50-6-JL,RS50-6-MWJL,PC,2170,2170,1,"{""sharedFormula"":""I42""}",0.355,770.3499999999999,JPY(¥),,229.132904,0.04187823439878246,KTE STOCK,0.9419354838709677,2044,2044,2044,"{""sharedFormula"":""U42""}",0.52,0.225,239.14800000000002,239.14800000000002,"{""sharedFormula"":""Z42""}",,TC
A11,5025,RS60-1-WARIPIN-JL,RS60-1-MWJL,PC,405,405,1,"{""sharedFormula"":""I42""}",0.355,143.775,JPY(¥),,42.76443600000001,0.04317277486910977,KTE STOCK,0.9432098765432099,382,382,382,"{""sharedFormula"":""U42""}",0.52,0.225,44.694,44.694,"{""sharedFormula"":""Z42""}",,TC
A11,5027,RS60-3-JL,RS60-3-MWJL,PC,969,969,1,"{""sharedFormula"":""I42""}",0.355,343.995,JPY(¥),,102.31787280000002,-0.06214594169961964,KTE STOCK,0.9380804953560371,909,909,909,"{""sharedFormula"":""U42""}",0.471,0.225,96.33127499999999,96.33127499999999,"{""sharedFormula"":""Z42""}",,TC
A11,5028,RS60-4-JL,RS60-4-MWJL,PC,1620,1620,1,"{""sharedFormula"":""I42""}",0.355,575.1,JPY(¥),,171.05774400000004,0.04129049180327851,KTE STOCK,0.941358024691358,1525,1525,1525,"{""sharedFormula"":""U42""}",0.52,0.225,178.425,178.425,"{""sharedFormula"":""Z42""}",,TC
A11,5029,RS60-5-JL,RS60-5-MWJL,PC,2170,2170,1,"{""sharedFormula"":""I42""}",0.355,770.3499999999999,JPY(¥),,229.132904,0.04187823439878246,KTE STOCK,0.9419354838709677,2044,2044,2044,"{""sharedFormula"":""U42""}",0.52,0.225,239.14800000000002,239.14800000000002,"{""sharedFormula"":""Z42""}",,TC
A11,5030,RS60-6-JL,RS60-6-MWJL,PC,2690,2690,1,"{""sharedFormula"":""I42""}",0.355,954.9499999999999,JPY(¥),,284.040328,0.04157318945475301,KTE STOCK,0.941635687732342,2533,2533,2533,"{""sharedFormula"":""U42""}",0.52,0.225,296.36100000000005,296.36100000000005,"{""sharedFormula"":""Z42""}",,TC
A11,5033,RS80-3-JL,RS80-3-MWJL,PC,1410,1410,1,"{""sharedFormula"":""I42""}",0.288,406.08,JPY(¥),,120.78443520000002,0.20893057471264356,KTE STOCK,0.925531914893617,1305,1305,1305,"{""sharedFormula"":""U42""}",0.52,0.225,152.685,152.685,"{""sharedFormula"":""Z42""}",,TC
A11,5034,RS80-4-JL,RS80-4-MWJL,PC,1960,1960,1,"{""sharedFormula"":""I42""}",0.288,564.4799999999999,JPY(¥),,167.8989312,0.20584748201438857,KTE STOCK,0.9219387755102041,1807,1807,1807,"{""sharedFormula"":""U42""}",0.52,0.225,211.419,211.419,"{""sharedFormula"":""Z42""}",,TC
A11,5035,RS80-5-JL,RS80-5-MWJL,PC,2350,2350,1,"{""sharedFormula"":""I42""}",0.288,676.8,JPY(¥),,201.30739200000002,0.20965732659623326,KTE STOCK,0.9263829787234042,2177,2177,2177,"{""sharedFormula"":""U42""}",0.52,0.225,254.709,254.709,"{""sharedFormula"":""Z42""}",,TC
A11,5036,RS80-6-JL,RS80-6-MWJL,PC,2900,2900,1,"{""sharedFormula"":""I42""}",0.288,835.1999999999999,JPY(¥),,248.421888,0.21214693877551036,KTE STOCK,0.9293103448275862,2695,2695,2695,"{""sharedFormula"":""U42""}",0.52,0.225,315.31500000000005,315.315,-1.802750229478712e-16,,TC
A11,5037,RS100-1-JL,RS100-1-MWJL,PC,779,779,1,"{""sharedFormula"":""I42""}",0.288,224.35199999999998,JPY(¥),,66.73125888,-0.12860318127159523,KTE STOCK,0.9216944801026957,718,718,718,"{""sharedFormula"":""U42""}",0.366,0.225,59.127300000000005,59.127300000000005,"{""sharedFormula"":""Z42""}",,TC
A11,5038,RS100-2-JL,RS100-2-MWJL,PC,1640,1640,1,"{""sharedFormula"":""I42""}",0.288,472.31999999999994,JPY(¥),,140.4868608,0.06297724772679877,KTE STOCK,0.9213414634146342,1511,1511,1511,"{""sharedFormula"":""U42""}",0.441,0.225,149.928975,149.928975,"{""sharedFormula"":""Z42""}",,TC
A11,5039,RS100-3-JL,RS100-3-MWJL,PC,2520,2520,1,"{""sharedFormula"":""I42""}",0.288,725.76,JPY(¥),,215.87005440000001,0.21151999999999987,KTE STOCK,0.9285714285714286,2340,2340,2340,"{""sharedFormula"":""U42""}",0.52,0.225,273.78,273.78000000000003,2.0762443882244144e-16,,TC
A11,5040,RS100-4-JL,RS100-4-MWJL,PC,3520,3520,1,"{""sharedFormula"":""I42""}",0.288,1013.7599999999999,JPY(¥),,301.5327744,0.21973866182258558,KTE STOCK,0.9383522727272727,3303,3303,3303,"{""sharedFormula"":""U42""}",0.52,0.225,386.451,386.451,"{""sharedFormula"":""Z42""}",,TC
