,,,,,,,,,,,,,PO multiplier,Exchange rate
,,,,,,,,,,,,EUR,1.1440000000000001,40

Category,Part No.,Previous Model No. ,New Model No. ,Unit ,"Manufacturer's suggested 
retail price","(New) Manufacturer's suggested 
retail price",Conversion to FT,% dif for cost,"(TTCL Internal Use)
PO Price","PO price
JPY/USD",PO price currency,REMARK (internal),"(TTCL Internal Use)
 THB Cost","(TTCL Internal Use)
GP",Pricelist Name,Multipiler,"Make same Price as Standard Price (THB)
=JPY/USD*Mul.","(New)
Make same Price as Standard Price","Standard Price (THB)
*Copy from excel",เช็คความต่าง %,"DIST. PL
 MUL.",Dist. Ex rate,Unit price (THB),(NEW) Unit price (THB),% dif for Unit price (SP),Status,Supplier Name,"Stock Reference 
(RPP)","Cutting &
Assembly",Detail
,57359,,Strain relief comb 0665/1665.250,SET,1.881,1.881,1,"{""sharedFormula"":""I133""}",1,1.881,EUR(€) ,,86.07456,0.39209726443768983,KABELSCHLEPP ,1.8181818181818181,3.42,3.42,3.42,"{""sharedFormula"":""U133""}",1.144,36.19,141.59265119999998,141.59265119999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.079 kgs
,57358,,Strain relief comb 0665/1665.225,SET,1.738,1.738,1,"{""sharedFormula"":""I133""}",1,1.738,EUR(€) ,,79.53088000000001,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,3.16,3.16,3.16,"{""sharedFormula"":""U133""}",1.144,36.19,130.82829759999998,130.82829759999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.071 kgs
,57357,,Strain relief comb 0665/1665.200,SET,1.617,1.617,1,"{""sharedFormula"":""I133""}",1,1.617,EUR(€) ,,73.99392,0.39209726443768983,KABELSCHLEPP ,1.8181818181818181,2.94,2.94,2.94,"{""sharedFormula"":""U133""}",1.144,36.19,121.71999839999998,121.71999839999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.063 kgs
,57356,,Strain relief comb 0665/1665.175,SET,1.485,1.485,1,"{""sharedFormula"":""I133""}",1,1.485,EUR(€) ,,67.95360000000001,0.3920972644376899,KABELSCHLEPP ,1.8181818181818181,2.7,2.7,2.7,"{""sharedFormula"":""U133""}",1.144,36.19,111.783672,111.78367199999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.052 kgs
,57355,,Strain relief comb 0665/1665.150,SET,1.353,1.353,1,"{""sharedFormula"":""I133""}",1,1.353,EUR(€) ,,61.91328,0.3920972644376899,KABELSCHLEPP ,1.8181818181818181,2.46,2.46,2.46,"{""sharedFormula"":""U133""}",1.144,36.19,101.84734559999998,101.8473456,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.043 kgs
,57354,,Strain relief comb 0665/1665.125,SET,1.243,1.243,1,"{""sharedFormula"":""I133""}",1,1.243,EUR(€) ,,56.879680000000015,0.3920972644376897,KABELSCHLEPP ,1.818181818181818,2.26,2.26,2.26,"{""sharedFormula"":""U133""}",1.144,36.19,93.56707359999999,93.56707359999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.036 kgs
,57353,,Strain relief comb 0665/1665.115,SET,1.155,1.155,1,"{""sharedFormula"":""I133""}",1,1.155,EUR(€) ,,52.85280000000001,0.39209726443768983,KABELSCHLEPP ,1.8181818181818181,2.1,2.1,2.1,"{""sharedFormula"":""U133""}",1.144,36.19,86.94285599999999,86.94285599999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0 kgs
,57352,,Strain relief comb 0665/1665.100,SET,1.089,1.089,1,"{""sharedFormula"":""I133""}",1,1.089,EUR(€) ,,49.83264,0.3920972644376899,KABELSCHLEPP ,1.8181818181818181,1.98,1.98,1.98,"{""sharedFormula"":""U133""}",1.144,36.19,81.97469279999999,81.97469279999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.029 kgs
,57351,,Strain relief comb 0665/1665.075,SET,0.9680000000000001,0.9680000000000001,1,"{""sharedFormula"":""I133""}",1,0.9680000000000001,EUR(€) ,,44.295680000000004,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,1.76,1.76,1.76,"{""sharedFormula"":""U133""}",1.144,36.19,72.86639359999998,72.86639359999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.021 kgs
,57350,,Strain relief comb 0665/1665.050,SET,0.8470000000000001,0.8470000000000001,1,"{""sharedFormula"":""I133""}",1,0.8470000000000001,EUR(€) ,,38.758720000000004,0.3920972644376899,KABELSCHLEPP ,1.8181818181818181,1.54,1.54,1.54,"{""sharedFormula"":""U133""}",1.144,36.19,63.7580944,63.75809439999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.015 kgs
,53688,,STRAIN RELIEF COMB 0555/1555.150,SET,1.892,1.892,1,"{""sharedFormula"":""I133""}",1,1.892,EUR(€) ,,86.57792,0.3920972644376899,KABELSCHLEPP ,1.8181818181818183,3.44,3.44,3.44,"{""sharedFormula"":""U133""}",1.144,36.19,142.42067839999999,142.42067839999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.029 kgs
,53687,,STRAIN RELIEF COMB 0555/1555.125,SET,1.705,1.705,1,"{""sharedFormula"":""I133""}",1,1.705,EUR(€) ,,78.02080000000001,0.39209726443768983,KABELSCHLEPP ,1.8181818181818181,3.1,3.1,3.1,"{""sharedFormula"":""U133""}",1.144,36.19,128.344216,128.344216,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.025 kgs
,53686,,STRAIN RELIEF COMB 0555/1555.100,SET,1.529,1.529,1,"{""sharedFormula"":""I133""}",1,1.529,EUR(€) ,,69.96704,0.39209726443768983,KABELSCHLEPP ,1.8181818181818181,2.78,2.78,2.78,"{""sharedFormula"":""U133""}",1.144,36.19,115.09578079999997,115.09578079999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.02 kgs
,53685,,STRAIN RELIEF COMB 0555/1555.075,SET,1.342,1.342,1,"{""sharedFormula"":""I133""}",1,1.342,EUR(€) ,,61.40992000000001,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,2.44,2.44,2.44,"{""sharedFormula"":""U133""}",1.144,36.19,101.01931839999997,101.01931839999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.015 kgs
,53684,,STRAIN RELIEF COMB 0555/1555.050,SET,1.177,1.177,1,"{""sharedFormula"":""I133""}",1,1.177,EUR(€) ,,53.85952,0.3920972644376899,KABELSCHLEPP ,1.8181818181818181,2.14,2.14,2.14,"{""sharedFormula"":""U133""}",1.144,36.19,88.5989104,88.5989104,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.01 kgs
,72245,,sliding shoe KU 1665 habr,SET,0.561,0.561,1,"{""sharedFormula"":""I133""}",1,0.561,EUR(€) ,,25.671360000000007,0.2249240121580545,KABELSCHLEPP ,1.4260249554367201,0.8,0.8,0.8,"{""sharedFormula"":""U133""}",1.144,36.19,33.121088,33.12108799999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.005 kgs
,72244,,sliding shoe KU 1555 habr,SET,0.517,0.517,1,"{""sharedFormula"":""I133""}",1,0.517,EUR(€) ,,23.657920000000004,0.22779922779922748,KABELSCHLEPP ,1.4313346228239845,0.74,0.74,0.74,"{""sharedFormula"":""U133""}",1.144,36.19,30.637006399999994,30.637006399999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.003 kgs
,72243,,sliding shoe KU 1455 habr,SET,0.473,0.473,1,"{""sharedFormula"":""I133""}",1,0.473,EUR(€) ,,21.64448,0.2311818344359019,KABELSCHLEPP ,1.437632135306554,0.68,0.68,0.68,"{""sharedFormula"":""U133""}",1.144,36.19,28.152924799999997,28.152924799999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.002 kgs
,71514,,HORIZONTAL DIVIDER 0900/1250.016/665 LW8,SET,0.132,0.132,1,"{""sharedFormula"":""I133""}",1,0.132,EUR(€) ,,6.040320000000001,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.24,0.24,0.24,"{""sharedFormula"":""U133""}",1.144,36.19,9.936326399999999,9.936326399999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.003 kgs
,52590,,HORIZONTAL DIVIDER 0665.088 LW:80,SET,0.264,0.264,1,"{""sharedFormula"":""I133""}",1,0.264,EUR(€) ,,12.080640000000002,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.48,0.48,0.48,"{""sharedFormula"":""U133""}",1.144,36.19,19.872652799999997,19.872652799999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.01 kgs
,52589,,HORIZONTAL DIVIDER 0665.078 LW:70,SET,0.242,0.242,1,"{""sharedFormula"":""I133""}",1,0.242,EUR(€) ,,11.073920000000001,0.3920972644376898,KABELSCHLEPP ,1.8181818181818183,0.44,0.44,0.44,"{""sharedFormula"":""U133""}",1.144,36.19,18.216598399999995,18.216598399999995,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.009 kgs
,52588,,HORIZONTAL DIVIDER 0665.068 LW:60,SET,0.231,0.231,1,"{""sharedFormula"":""I133""}",1,0.231,EUR(€) ,,10.570560000000002,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.42,0.42,0.42,"{""sharedFormula"":""U133""}",1.144,36.19,17.388571199999998,17.388571199999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.008 kgs
,52587,,HORIZONTAL DIVIDER 0665.058 LW:50,SET,0.209,0.209,1,"{""sharedFormula"":""I133""}",1,0.209,EUR(€) ,,9.56384,0.3920972644376899,KABELSCHLEPP ,1.8181818181818183,0.38,0.38,0.38,"{""sharedFormula"":""U133""}",1.144,36.19,15.732516799999999,15.732516799999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.007 kgs
,52586,,HORIZONTAL DIVIDER 0665.048 LW:40,SET,0.198,0.198,1,"{""sharedFormula"":""I133""}",1,0.198,EUR(€) ,,9.060480000000002,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.36,0.36,0.36,"{""sharedFormula"":""U133""}",1.144,36.19,14.904489599999996,14.904489599999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.006 kgs
,52585,,HORIZONTAL DIVIDER 0665.043  LW:35,SET,0.187,0.187,1,"{""sharedFormula"":""I133""}",1,0.187,EUR(€) ,,8.557120000000001,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.34,0.34,0.34,"{""sharedFormula"":""U133""}",1.144,36.19,14.076462399999999,14.076462399999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.005 kgs
,52584,,HORIZONTAL DIVIDER 0665.038  LW:30,SET,0.165,0.165,1,"{""sharedFormula"":""I133""}",1,0.165,EUR(€) ,,7.5504000000000016,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.3,0.3,0.3,"{""sharedFormula"":""U133""}",1.144,36.19,12.420407999999997,12.420407999999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.005 kgs
,52583,,HORIZONTAL DIVIDER 0665.033  LW:25,SET,0.154,0.154,1,"{""sharedFormula"":""I133""}",1,0.154,EUR(€) ,,7.047040000000001,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.28,0.28,0.28,"{""sharedFormula"":""U133""}",1.144,36.19,11.592380799999999,11.592380799999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.004 kgs
,52582,,HORIZONTAL DIVIDER 0665.028  LW:20,SET,0.143,0.143,1,"{""sharedFormula"":""I133""}",1,0.143,EUR(€) ,,6.54368,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.26,0.26,0.26,"{""sharedFormula"":""U133""}",1.144,36.19,10.764353599999998,10.764353599999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.003 kgs
,52581,,HORIZONTAL DIVIDER 0665.023  LW:15,SET,0.132,0.132,1,"{""sharedFormula"":""I133""}",1,0.132,EUR(€) ,,6.040320000000001,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.24,0.24,0.24,"{""sharedFormula"":""U133""}",1.144,36.19,9.936326399999999,9.936326399999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.003 kgs
,52580,,HORIZONTAL DIVIDER 0665.018  LW:10,SET,0.121,0.121,1,"{""sharedFormula"":""I133""}",1,0.121,EUR(€) ,,5.5369600000000005,0.3920972644376898,KABELSCHLEPP ,1.8181818181818183,0.22,0.22,0.22,"{""sharedFormula"":""U133""}",1.144,36.19,9.108299199999998,9.108299199999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.003 kgs
,52579,,HORIZONTAL DIVIDER 0455/0555.075 LW:70,SET,0.22,0.22,1,"{""sharedFormula"":""I133""}",1,0.22,EUR(€) ,,10.0672,0.39209726443769,KABELSCHLEPP ,1.8181818181818183,0.4,0.4,0.4,"{""sharedFormula"":""U133""}",1.144,36.19,16.560544,16.560543999999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.004 kgs
,52578,,HORIZONTAL DIVIDER 0455/0555.065 LW:60,SET,0.209,0.209,1,"{""sharedFormula"":""I133""}",1,0.209,EUR(€) ,,9.56384,0.3920972644376899,KABELSCHLEPP ,1.8181818181818183,0.38,0.38,0.38,"{""sharedFormula"":""U133""}",1.144,36.19,15.732516799999999,15.732516799999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.004 kgs
,52577,,HORIZONTAL DIVIDER 0455/0555.055 LW:50,SET,0.198,0.198,1,"{""sharedFormula"":""I133""}",1,0.198,EUR(€) ,,9.060480000000002,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.36,0.36,0.36,"{""sharedFormula"":""U133""}",1.144,36.19,14.904489599999996,14.904489599999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.004 kgs
,52576,,HORIZONTAL DIVIDER 0455/0555.045 LW:40,SET,0.165,0.165,1,"{""sharedFormula"":""I133""}",1,0.165,EUR(€) ,,7.5504000000000016,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.3,0.3,0.3,"{""sharedFormula"":""U133""}",1.144,36.19,12.420407999999997,12.420407999999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.003 kgs
,52575,,HORIZONTAL DIVIDER 0455/0555.040 LW:35,SET,0.154,0.154,1,"{""sharedFormula"":""I133""}",1,0.154,EUR(€) ,,7.047040000000001,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.28,0.28,0.28,"{""sharedFormula"":""U133""}",1.144,36.19,11.592380799999999,11.592380799999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.003 kgs
,52574,,HORIZONTAL DIVIDER 0455/0555.035 LW:30,SET,0.154,0.154,1,"{""sharedFormula"":""I133""}",1,0.154,EUR(€) ,,7.047040000000001,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.28,0.28,0.28,"{""sharedFormula"":""U133""}",1.144,36.19,11.592380799999999,11.592380799999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.002 kgs
,52573,,HORIZONTAL DIVIDER 0455/0555.030 LW:25,SET,0.143,0.143,1,"{""sharedFormula"":""I133""}",1,0.143,EUR(€) ,,6.54368,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.26,0.26,0.26,"{""sharedFormula"":""U133""}",1.144,36.19,10.764353599999998,10.764353599999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.002 kgs
,52572,,HORIZONTAL DIVIDER 0455/0555.025 LW:20,SET,0.132,0.132,1,"{""sharedFormula"":""I133""}",1,0.132,EUR(€) ,,6.040320000000001,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.24,0.24,0.24,"{""sharedFormula"":""U133""}",1.144,36.19,9.936326399999999,9.936326399999999,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.001 kgs
,52571,,HORIZONTAL DIVIDER 0455/0555.020 LW:15,SET,0.121,0.121,1,"{""sharedFormula"":""I133""}",1,0.121,EUR(€) ,,5.5369600000000005,0.3920972644376898,KABELSCHLEPP ,1.8181818181818183,0.22,0.22,0.22,"{""sharedFormula"":""U133""}",1.144,36.19,9.108299199999998,9.108299199999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.002 kgs
,52570,,HORIZONTAL DIVIDER 0455/0555.015 LW:10,SET,0.121,0.121,1,"{""sharedFormula"":""I133""}",1,0.121,EUR(€) ,,5.5369600000000005,0.3920972644376898,KABELSCHLEPP ,1.8181818181818183,0.22,0.22,0.22,"{""sharedFormula"":""U133""}",1.144,36.19,9.108299199999998,9.108299199999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.001 kgs
,71523,,HORIZ. DIVIDER 0900/1250.160/665 LW:152,SET,0.418,0.418,1,"{""sharedFormula"":""I133""}",1,0.418,EUR(€) ,,19.12768,0.3920972644376899,KABELSCHLEPP ,1.8181818181818183,0.76,0.76,0.76,"{""sharedFormula"":""U133""}",1.144,36.19,31.465033599999998,31.465033599999995,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.019 kgs
,71522,,HORIZ. DIVIDER 0900/1250.144/665 LW:136,SET,0.396,0.396,1,"{""sharedFormula"":""I133""}",1,0.396,EUR(€) ,,18.120960000000004,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.72,0.72,0.72,"{""sharedFormula"":""U133""}",1.144,36.19,29.808979199999992,29.808979199999996,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.017 kgs
,71520,,HORIZ. DIVIDER 0900/1250.112/665 LW:104,SET,0.22,0.22,1,"{""sharedFormula"":""I133""}",1,0.22,EUR(€) ,,10.0672,0.39209726443769,KABELSCHLEPP ,1.8181818181818183,0.4,0.4,0.4,"{""sharedFormula"":""U133""}",1.144,36.19,16.560544,16.560543999999997,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.015 kgs
,71519,,Horiz. divider 0900/1250.096/665 LW:88,SET,0.198,0.198,1,"{""sharedFormula"":""I133""}",1,0.198,EUR(€) ,,9.060480000000002,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.36,0.36,0.36,"{""sharedFormula"":""U133""}",1.144,36.19,14.904489599999996,14.904489599999998,"{""sharedFormula"":""Z133""}",,TKG,,,weight 0.013 kgs
,71518,,HORIZ. DIVIDER 0900/1250.080/665 LW:72,SET,0.187,0.187,1,,1,0.187,EUR(€) ,,8.557120000000001,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.34,0.34,0.34,,1.144,36.19,14.076462399999999,14.076462399999999,,,TKG,,,weight 0.011 kgs
,71517,,Horiz. divider 0900/1250.064/665 LW:56,SET,0.176,0.176,1,"{""sharedFormula"":""I197""}",1,0.176,EUR(€) ,,8.05376,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.32,0.32,0.32,"{""sharedFormula"":""U197""}",1.144,36.19,13.248435199999998,13.2484352,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.009 kgs
,71516,,Horiz. divider 0900/1250.048/665 LW:40,SET,0.165,0.165,1,"{""sharedFormula"":""I197""}",1,0.165,EUR(€) ,,7.5504000000000016,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.3,0.3,0.3,"{""sharedFormula"":""U197""}",1.144,36.19,12.420407999999997,12.420407999999998,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.007 kgs
,71515,,HORIZ. DIVIDER 0900/1250.032/665 LW:24,SET,0.143,0.143,1,"{""sharedFormula"":""I197""}",1,0.143,EUR(€) ,,6.54368,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.26,0.26,0.26,"{""sharedFormula"":""U197""}",1.144,36.19,10.764353599999998,10.764353599999998,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.005 kgs
,71524,,HORIZ. DIVIDER  0900/1250.176/665 LW:168,SET,0.451,0.451,1,"{""sharedFormula"":""I197""}",1,0.451,EUR(€) ,,20.637760000000004,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.82,0.82,0.82,"{""sharedFormula"":""U197""}",1.144,36.19,33.949115199999994,33.949115199999994,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.021 kgs
,57319,,hinge clip 1665.250.,SET,0.473,0.473,1,"{""sharedFormula"":""I197""}",1,0.473,EUR(€) ,,21.64448,0.3920972644376899,KABELSCHLEPP ,1.8181818181818183,0.86,0.86,0.86,"{""sharedFormula"":""U197""}",1.144,36.19,35.605169599999996,35.605169599999996,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.041 kgs
,57318,,hinge clip 1665.225.,SET,0.451,0.451,1,"{""sharedFormula"":""I197""}",1,0.451,EUR(€) ,,20.637760000000004,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.82,0.82,0.82,"{""sharedFormula"":""U197""}",1.144,36.19,33.949115199999994,33.949115199999994,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.04 kgs
,57316,,hinge clip 1665.175.,SET,0.385,0.385,1,"{""sharedFormula"":""I197""}",1,0.385,EUR(€) ,,17.617600000000003,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.7,0.7,0.7,"{""sharedFormula"":""U197""}",1.144,36.19,28.98095199999999,28.980951999999995,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.03 kgs
,57315,,Hinge clip 1665.150.,SET,0.363,0.363,1,"{""sharedFormula"":""I197""}",1,0.363,EUR(€) ,,16.61088,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.66,0.66,0.66,"{""sharedFormula"":""U197""}",1.144,36.19,27.324897599999996,27.3248976,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.026 kgs
,57314,,hinge clip 1665.125.,SET,0.341,0.341,1,"{""sharedFormula"":""I197""}",1,0.341,EUR(€) ,,15.604160000000002,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.62,0.62,0.62,"{""sharedFormula"":""U197""}",1.144,36.19,25.668843199999994,25.668843199999998,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.022 kgs
,57312,,hinge clip 1665.100.,SET,0.3080000000000001,0.3080000000000001,1,"{""sharedFormula"":""I197""}",1,0.3080000000000001,EUR(€) ,,14.094080000000007,0.3920972644376896,KABELSCHLEPP ,1.8181818181818177,0.56,0.56,0.56,"{""sharedFormula"":""U197""}",1.144,36.19,23.184761599999998,23.184761599999998,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.018 kgs
,57311,,hinge clip 1665.075.,SET,0.286,0.286,1,"{""sharedFormula"":""I197""}",1,0.286,EUR(€) ,,13.08736,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.52,0.52,0.52,"{""sharedFormula"":""U197""}",1.144,36.19,21.528707199999996,21.528707199999996,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.014 kgs
,57310,,hinge clip 1665.050.,SET,0.264,0.264,1,"{""sharedFormula"":""I197""}",1,0.264,EUR(€) ,,12.080640000000002,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.48,0.48,0.48,"{""sharedFormula"":""U197""}",1.144,36.19,19.872652799999997,19.872652799999997,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.011 kgs
,53651,,HINGE CLIP 1555.150,SET,0.319,0.319,1,"{""sharedFormula"":""I197""}",1,0.319,EUR(€) ,,14.597440000000002,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.58,0.58,0.58,"{""sharedFormula"":""U197""}",1.144,36.19,24.012788799999996,24.012788799999996,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.017 kgs
,53650,,HINGE CLIP 1555.125,SET,0.286,0.286,1,"{""sharedFormula"":""I197""}",1,0.286,EUR(€) ,,13.08736,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.52,0.52,0.52,"{""sharedFormula"":""U197""}",1.144,36.19,21.528707199999996,21.528707199999996,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.014 kgs
,53649,,HINGE CLIP 1555.100,SET,0.264,0.264,1,"{""sharedFormula"":""I197""}",1,0.264,EUR(€) ,,12.080640000000002,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.48,0.48,0.48,"{""sharedFormula"":""U197""}",1.144,36.19,19.872652799999997,19.872652799999997,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.012 kgs
,53648,,HINGE CLIP 1555.075,SET,0.231,0.231,1,"{""sharedFormula"":""I197""}",1,0.231,EUR(€) ,,10.570560000000002,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.42,0.42,0.42,"{""sharedFormula"":""U197""}",1.144,36.19,17.388571199999998,17.388571199999998,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.009 kgs
,53954,,HINGE CLIP 1455.103,SET,0.231,0.231,1,"{""sharedFormula"":""I197""}",1,0.231,EUR(€) ,,10.570560000000002,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.42,0.42,0.42,"{""sharedFormula"":""U197""}",1.144,36.19,17.388571199999998,17.388571199999998,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.008 kgs
,53953,,HINGE CLIP 1455.078,SET,0.198,0.198,1,"{""sharedFormula"":""I197""}",1,0.198,EUR(€) ,,9.060480000000002,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,0.36,0.36,0.36,"{""sharedFormula"":""U197""}",1.144,36.19,14.904489599999996,14.904489599999998,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.007 kgs
,53952,,HINGE CLIP 1455.058,SET,0.176,0.176,1,"{""sharedFormula"":""I197""}",1,0.176,EUR(€) ,,8.05376,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.32,0.32,0.32,"{""sharedFormula"":""U197""}",1.144,36.19,13.248435199999998,13.2484352,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.005 kgs
,53951,,HINGE CLIP 1455.038,SET,0.143,0.143,1,"{""sharedFormula"":""I197""}",1,0.143,EUR(€) ,,6.54368,0.39209726443768983,KABELSCHLEPP ,1.8181818181818183,0.26,0.26,0.26,"{""sharedFormula"":""U197""}",1.144,36.19,10.764353599999998,10.764353599999998,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.004 kgs
,53950,,HINGE CLIP 1455.025,SET,0.132,0.132,1,"{""sharedFormula"":""I197""}",1,0.132,EUR(€) ,,6.040320000000001,0.3920972644376898,KABELSCHLEPP ,1.8181818181818181,0.24,0.24,0.24,"{""sharedFormula"":""U197""}",1.144,36.19,9.936326399999999,9.936326399999999,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.003 kgs
,52525,,HINGE CLIP 0665.250,SET,0.7480000000000001,0.7480000000000001,1,"{""sharedFormula"":""I197""}",1,0.7480000000000001,EUR(€) ,,34.22848000000001,0.3920972644376897,KABELSCHLEPP ,1.8181818181818181,1.36,1.36,1.36,"{""sharedFormula"":""U197""}",1.144,36.19,56.305849599999995,56.305849599999995,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.045 kgs
,52524,,HINGE CLIP 0665.225,SET,0.7040000000000001,0.7040000000000001,1,"{""sharedFormula"":""I197""}",1,0.7040000000000001,EUR(€) ,,32.21504000000001,0.3920972644376897,KABELSCHLEPP ,1.8181818181818181,1.28,1.28,1.28,"{""sharedFormula"":""U197""}",1.144,36.19,52.99374079999999,52.9937408,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.042 kgs
,52523,,HINGE CLIP 0665.200,SET,0.66,0.66,1,"{""sharedFormula"":""I197""}",1,0.66,EUR(€) ,,30.201600000000006,0.39209726443768966,KABELSCHLEPP ,1.8181818181818181,1.2,1.2,1.2,"{""sharedFormula"":""U197""}",1.144,36.19,49.681631999999986,49.68163199999999,"{""sharedFormula"":""Z197""}",,TKG,,,weight 0.036 kgs
