,,,,,,,,,,,,,PO multiplier,Exchange rate
,,,,,,,,,,,,JPY,1.1440000000000001,0.26
,,,,,,,,,,,,USD,1.16688,38
Category,Part No. ,Previous Model No. ,New Model No. ,Unit ,"Manufacturer's suggested 
retail price","(New) Manufacturer's suggested 
retail price",Conversion to FT,% dif for cost,"(TTCL Internal Use)
PO Price","PO price
JPY/USD",PO price currency,REMARK (internal),"(TTCL Internal Use)
 THB Cost","(TTCL Internal Use)
GP",Pricelist Name,Multipiler,"Make same Price as Standard Price (THB)
=JPY/USD*Mul.","(New) Make same Price as Standard Price (THB)
=JPY/USD*Mul.","Standard Price (THB)
*Copy from excel",เช็คความต่าง %,"DIST. PL
 MUL.",Dist. Ex rate,Unit price (THB),(NEW) Unit price (THB),% dif for Unit price (SP),Status,Supplier Name,"Stock Reference 
(RPP)","Cutting &
Assembly",Detail
A15,5051,BL1623-JL,BL1623-MLJL,PC,2080,2080,1,"{""sharedFormula"":""I69""}",0.333,692.64,JPY(¥),,206.01884160000003,0.48680041450777195,THB DRIVE CHAIN,0.37115384615384617,772,772,772,"{""sharedFormula"":""U69""}",0.52,1,401.44,401.44,"{""sharedFormula"":""Z69""}",,TC
A15,0051,BL1623,BL1623-RP,LINK,1410,1410,1,"{""sharedFormula"":""I69""}",0.333,469.53000000000003,JPY(¥),,139.65700320000002,0.483517,THB DRIVE CHAIN,0.36879432624113473,520,520,520,"{""sharedFormula"":""U69""}",0.52,1,270.40000000000003,270.40000000000003,"{""sharedFormula"":""Z69""}",,TC
A15,5052,BL1634-JL,BL1634-MLJL,PC,2890,2890,1,"{""sharedFormula"":""I69""}",0.333,962.37,JPY(¥),,286.2473328000001,0.48214897460018796,THB DRIVE CHAIN,0.3678200692041522,1063,1063,1063,"{""sharedFormula"":""U69""}",0.52,1,552.76,552.76,"{""sharedFormula"":""Z69""}",,TC
A15,0052,BL1634,BL1634-RP,LINK,1900,1900,1,"{""sharedFormula"":""I69""}",0.333,632.7,JPY(¥),,188.19028800000004,0.4881125884016972,THB DRIVE CHAIN,0.3721052631578947,707,707,707,"{""sharedFormula"":""U69""}",0.52,1,367.64,367.64,"{""sharedFormula"":""Z69""}",,TC
A15,5053,BL1646-JL,BL1646-MLJL,PC,3870,3870,1,"{""sharedFormula"":""I69""}",0.333,1288.71,JPY(¥),,383.3139024000001,0.4912752795031055,THB DRIVE CHAIN,0.3744186046511628,1449,1449,1449,"{""sharedFormula"":""U69""}",0.52,1,753.48,753.48,"{""sharedFormula"":""Z69""}",,TC
A15,0053,BL1646,BL1646-RP,LINK,2640,2640,1,"{""sharedFormula"":""I69""}",0.333,879.12,JPY(¥),,261.4854528000001,0.4837200821355235,THB DRIVE CHAIN,0.36893939393939396,974,974,974,"{""sharedFormula"":""U69""}",0.52,1,506.48,506.48,"{""sharedFormula"":""Z69""}",,TC
A15,5030,BL423-JL,BL423-MLJL,PC,336,336,1,"{""sharedFormula"":""I69""}",0.333,111.888,JPY(¥),,33.279966720000004,0.4838714838709677,THB DRIVE CHAIN,0.36904761904761907,124,124,124,"{""sharedFormula"":""U69""}",0.52,1,64.48,64.48,"{""sharedFormula"":""Z69""}",,TC
A15,0030,BL423,BL423-RP,LINK,52,52,1,"{""sharedFormula"":""I69""}",0.333,17.316000000000003,JPY(¥),,5.150471040000001,0.5047623999999999,THB DRIVE CHAIN,0.38461538461538464,20,20,20,"{""sharedFormula"":""U69""}",0.52,1,10.4,10.4,"{""sharedFormula"":""Z69""}",,TC
A15,5031,BL434-JL,BL434-MLJL,PC,364,364,1,"{""sharedFormula"":""I69""}",0.333,121.212,JPY(¥),,36.05329728000001,0.48258758208955216,THB DRIVE CHAIN,0.36813186813186816,134,134,134,"{""sharedFormula"":""U69""}",0.52,1,69.68,69.68,"{""sharedFormula"":""Z69""}",,TC
A15,0031,BL434,BL434-RP,LINK,67,67,1,"{""sharedFormula"":""I69""}",0.333,22.311,JPY(¥),,6.636183840000001,0.4895243199999999,THB DRIVE CHAIN,0.373134328358209,25,25,25,"{""sharedFormula"":""U69""}",0.52,1,13,13,"{""sharedFormula"":""Z69""}",,TC
A15,5032,BL446-JL,BL446-MLJL,PC,387,387,1,"{""sharedFormula"":""I69""}",0.333,128.871,JPY(¥),,38.33139024000001,0.48809574999999983,THB DRIVE CHAIN,0.37209302325581395,144,144,144,"{""sharedFormula"":""U69""}",0.52,1,74.88,74.88,"{""sharedFormula"":""Z69""}",,TC
A15,0032,BL446,BL446-RP,LINK,91,91,1,"{""sharedFormula"":""I69""}",0.333,30.303,JPY(¥),,9.013324320000002,0.490196588235294,THB DRIVE CHAIN,0.37362637362637363,34,34,34,"{""sharedFormula"":""U69""}",0.52,1,17.68,17.68,"{""sharedFormula"":""Z69""}",,TC
A15,5033,BL523-JL,BL523-MLJL,PC,0.26,0.26,1,"{""sharedFormula"":""I69""}",1,0.26,USD($),TTC,11.5287744,0.8088731034482759,THB DRIVE CHAIN,446.15384615384613,116,116,116,,0.52,1,60.32,60.32,"{""sharedFormula"":""Z69""}",,TTC
A15,0033,BL523,BL523-RP,LINK,0.244,0.244,1,"{""sharedFormula"":""I69""}",1,0.244,USD($),TTC,10.819311359999999,0.1677452800000001,THB DRIVE CHAIN,102.45901639344262,25,25,25,"{""sharedFormula"":""U82""}",0.52,1,13,13,"{""sharedFormula"":""Z69""}",,TTC
A15,5034,BL534-JL,BL534-MLJL,PC,0.3,0.3,1,"{""sharedFormula"":""I69""}",1,0.3,USD($),TTC,13.302432,0.7969714285714287,THB DRIVE CHAIN,420,126,126,126,"{""sharedFormula"":""U82""}",0.52,1,65.52,65.52,"{""sharedFormula"":""Z69""}",,TTC
A15,0034,BL534,BL534-RP,LINK,0.296,0.296,1,"{""sharedFormula"":""I69""}",1,0.296,USD($),TTC,13.125066239999999,0.1857899354838711,THB DRIVE CHAIN,104.72972972972974,31,31,31,"{""sharedFormula"":""U82""}",0.52,1,16.12,16.12,"{""sharedFormula"":""Z69""}",,TTC
A15,5035,BL546-JL,BL546-MLJL,PC,0.46,0.46,1,"{""sharedFormula"":""I69""}",1,0.46,USD($),TTC,20.397062399999996,0.7094435555555556,THB DRIVE CHAIN,293.4782608695652,135,135,135,"{""sharedFormula"":""U82""}",0.52,1,70.2,70.2,"{""sharedFormula"":""Z69""}",,TTC
A15,0035,BL546,BL546-RP,LINK,0.439,0.439,1,"{""sharedFormula"":""I69""}",1,0.439,USD($),TTC,19.46589216,0.16812426666666677,THB DRIVE CHAIN,102.50569476082005,45,45,45,"{""sharedFormula"":""U82""}",0.52,1,23.400000000000002,23.400000000000002,"{""sharedFormula"":""Z69""}",,TTC
A15,5036,BL623-JL,BL623-MLJL,PC,0.45,0.45,1,"{""sharedFormula"":""I69""}",1,0.45,USD($),TTC,19.953648,0.7508285714285714,THB DRIVE CHAIN,342.22222222222223,154,154,154,"{""sharedFormula"":""U82""}",0.52,1,80.08,80.08,"{""sharedFormula"":""Z69""}",,TTC
A15,0036,BL623,BL623-RP,LINK,0.418,0.418,1,"{""sharedFormula"":""I69""}",1,0.418,USD($),TTC,18.53472192,0.17107683720930233,THB DRIVE CHAIN,102.8708133971292,43,43,43,"{""sharedFormula"":""U82""}",0.52,1,22.36,22.36,"{""sharedFormula"":""Z69""}",,TTC
A15,5037,BL634-JL,BL634-MLJL,PC,0.61,0.61,1,"{""sharedFormula"":""I69""}",1,0.61,USD($),TTC,27.048278399999997,0.694024,THB DRIVE CHAIN,278.6885245901639,170,170,170,"{""sharedFormula"":""U82""}",0.52,1,88.4,88.4,"{""sharedFormula"":""Z69""}",,TTC
A15,0037,BL634,BL634-RP,LINK,0.563,0.563,1,"{""sharedFormula"":""I69""}",1,0.563,USD($),TTC,24.964230719999996,0.17227351724137943,THB DRIVE CHAIN,103.0195381882771,58,58,58,"{""sharedFormula"":""U82""}",0.52,1,30.16,30.16,"{""sharedFormula"":""Z69""}",,TTC
A15,5038,BL646-JL,BL646-MLJL,PC,0.81,0.81,1,"{""sharedFormula"":""I69""}",1,0.81,USD($),TTC,35.9165664,0.6345485714285715,THB DRIVE CHAIN,233.33333333333331,189,189,189,"{""sharedFormula"":""U82""}",0.52,1,98.28,98.28,"{""sharedFormula"":""Z69""}",,TTC
A15,0038,BL646,BL646-RP,LINK,0.764,0.764,1,"{""sharedFormula"":""I69""}",1,0.764,USD($),TTC,33.87686015999999,0.16477169230769254,THB DRIVE CHAIN,102.09424083769633,78,78,78,"{""sharedFormula"":""U82""}",0.52,1,40.56,40.56,"{""sharedFormula"":""Z69""}",,TTC
A15,5039,BL823-JL,BL823-MLJL,PC,622,622,1,"{""sharedFormula"":""I69""}",0.333,207.126,JPY(¥),,61.60755744000001,0.4893272758620689,THB DRIVE CHAIN,0.3729903536977492,232,232,232,"{""sharedFormula"":""U82""}",0.52,1,120.64,120.64,"{""sharedFormula"":""Z69""}",,TC
A15,0039,BL823,BL823-RP,LINK,282,282,1,"{""sharedFormula"":""I69""}",0.333,93.906,JPY(¥),,27.931400640000007,0.48351699999999986,THB DRIVE CHAIN,0.36879432624113473,104,104,104,"{""sharedFormula"":""U82""}",0.52,1,54.08,54.08,"{""sharedFormula"":""Z69""}",,TC
A15,5040,BL834-JL,BL834-MLJL,PC,669,669,1,"{""sharedFormula"":""I69""}",0.333,222.77700000000002,JPY(¥),,66.26279088000001,0.486175629032258,THB DRIVE CHAIN,0.37070254110612855,248,248,248,"{""sharedFormula"":""U82""}",0.52,1,128.96,128.96,"{""sharedFormula"":""Z69""}",,TC
A15,0040,BL834,BL834-RP,LINK,364,364,1,"{""sharedFormula"":""I69""}",0.333,121.212,JPY(¥),,36.05329728000001,0.48258758208955216,THB DRIVE CHAIN,0.36813186813186816,134,134,134,"{""sharedFormula"":""U82""}",0.52,1,69.68,69.68,"{""sharedFormula"":""Z69""}",,TC
A15,5041,BL846-JL,BL846-MLJL,PC,751,751,1,"{""sharedFormula"":""I69""}",0.333,250.08300000000003,JPY(¥),,74.38468752000001,0.48728503225806447,THB DRIVE CHAIN,0.3715046604527297,279,279,279,"{""sharedFormula"":""U82""}",0.52,1,145.08,145.08,"{""sharedFormula"":""Z69""}",,TC
A15,0041,BL846,BL846-RP,LINK,473,473,1,"{""sharedFormula"":""I69""}",0.333,157.50900000000001,JPY(¥),,46.84947696000001,0.4851705828571427,THB DRIVE CHAIN,0.3699788583509514,175,175,175,"{""sharedFormula"":""U82""}",0.52,1,91,91,"{""sharedFormula"":""Z69""}",,TC
D21,0005,,CT-ETS40,PC,20400,20400,1,"{""sharedFormula"":""I69""}",0.368,7507.2,JPY(¥),,2232.941568,0.5081193127147766,THB DRIVE CHAIN,0.4279411764705882,8730,8730,8730,"{""sharedFormula"":""U82""}",0.52,1,4539.6,4539.6,"{""sharedFormula"":""Z69""}",,TC
D21,0006,,CT-ETS50,PC,20700,20700,1,"{""sharedFormula"":""I69""}",0.368,7617.599999999999,JPY(¥),,2265.778944,0.5075977850604588,THB DRIVE CHAIN,0.427487922705314,8849,8849,8849,"{""sharedFormula"":""U82""}",0.52,1,4601.4800000000005,4601.4800000000005,"{""sharedFormula"":""Z69""}",,TC
D21,0007,,CT-ETS60,PC,29300,29300,1,"{""sharedFormula"":""I69""}",0.368,10782.4,JPY(¥),,3207.1170560000005,0.5101633865459455,THB DRIVE CHAIN,0.4297269624573379,12591,12591,12591,"{""sharedFormula"":""U82""}",0.52,1,6547.320000000001,6547.320000000001,"{""sharedFormula"":""Z69""}",,TC
D21,0008,,CT-ETS80,PC,32900,32900,1,"{""sharedFormula"":""I69""}",0.368,12107.199999999999,JPY(¥),,3601.1655680000003,0.5161518619436876,THB DRIVE CHAIN,0.4350455927051672,14313,14313,14313,"{""sharedFormula"":""U82""}",0.52,1,7442.76,7442.76,"{""sharedFormula"":""Z69""}",,TC
D21,0009,,CT-TA40,PC,19200,19200,1,"{""sharedFormula"":""I69""}",0.368,7065.599999999999,JPY(¥),,2101.592064,0.506890775988287,THB DRIVE CHAIN,0.426875,8196,8196,8196,"{""sharedFormula"":""U82""}",0.52,1,4261.92,4261.92,"{""sharedFormula"":""Z69""}",,TC
D21,0010,,CT-TA50,PC,22700,22700,1,"{""sharedFormula"":""I69""}",0.368,8353.6,JPY(¥),,2484.6947840000003,0.5064291705402334,THB DRIVE CHAIN,0.42647577092511013,9681,9681,9681,"{""sharedFormula"":""U82""}",0.52,1,5034.12,5034.12,"{""sharedFormula"":""Z69""}",,TC
D21,0011,,CT-TA60,PC,25100,25100,1,"{""sharedFormula"":""I69""}",0.368,9236.8,JPY(¥),,2747.393792,0.511199037838838,THB DRIVE CHAIN,0.4306374501992032,10809,10809,10809,"{""sharedFormula"":""U82""}",0.52,1,5620.68,5620.68,"{""sharedFormula"":""Z69""}",,TC
D21,0012,,CT-TA80,PC,32000,32000,1,"{""sharedFormula"":""I69""}",0.368,11776,JPY(¥),,3502.653440000001,0.5111139497750036,THB DRIVE CHAIN,0.4305625,13778,13778,13778,"{""sharedFormula"":""U82""}",0.52,1,7164.56,7164.56,"{""sharedFormula"":""Z69""}",,TC
D21,0001,,CT-TCS40,PC,16100,16100,1,"{""sharedFormula"":""I69""}",0.368,5924.8,JPY(¥),,1762.2725120000002,0.5080584119610974,THB DRIVE CHAIN,0.42788819875776396,6889,6889,6889,"{""sharedFormula"":""U82""}",0.52,1,3582.28,3582.28,"{""sharedFormula"":""Z69""}",,TC
D21,0002,,CT-TCS50,PC,16500,16500,1,"{""sharedFormula"":""I69""}",0.368,6072,JPY(¥),,1806.0556800000002,0.5085348804301684,THB DRIVE CHAIN,0.4283030303030303,7067,7067,7067,"{""sharedFormula"":""U82""}",0.52,1,3674.84,3674.84,"{""sharedFormula"":""Z69""}",,TC
D21,0003,,CT-TCS60,PC,24000,24000,1,"{""sharedFormula"":""I69""}",0.368,8832,JPY(¥),,2626.9900800000005,0.5111376040255466,THB DRIVE CHAIN,0.4305833333333333,10334,10334,10334,"{""sharedFormula"":""U82""}",0.52,1,5373.68,5373.68,"{""sharedFormula"":""Z69""}",,TC
D21,0004,,CT-TCS80,PC,27800,27800,1,"{""sharedFormula"":""I69""}",0.368,10230.4,JPY(¥),,3042.9301760000003,0.504882917336492,THB DRIVE CHAIN,0.4251438848920863,11819,11819,11819,"{""sharedFormula"":""U82""}",0.52,1,6145.88,6145.88,"{""sharedFormula"":""Z69""}",,TC
A11,5091,RF06B-1-JL,RF06B-1-MCJL,PC,96,96,1,"{""sharedFormula"":""I69""}",0.349,33.504,JPY(¥),,9.96542976,0.5563822222222222,THB DRIVE CHAIN,0.375,36,36,36,"{""sharedFormula"":""U82""}",0.624,1,22.464,22.464,"{""sharedFormula"":""Z69""}",,TC
A11,5093,RF06B-3-JL,RF06B-3-MCJL,PC,433,433,1,"{""sharedFormula"":""I69""}",0.349,151.117,JPY(¥),,44.94824048,0.46311227329192545,THB DRIVE CHAIN,0.371824480369515,161,161,161,"{""sharedFormula"":""U82""}",0.52,1,83.72,,-1,,TC
A11,0171,,RF06B-3-RP,LINK,260,260,1,"{""sharedFormula"":""I69""}",0.349,90.74,JPY(¥),,26.9897056,0.46491463917525777,THB DRIVE CHAIN,0.3730769230769231,97,97,97,"{""sharedFormula"":""U82""}",0.52,1,50.440000000000005,,-1,,TC
A11,0136,,RF06B-3-RP-U,BOX,83200,83200,1,"{""sharedFormula"":""I69""}",0.349,29036.8,JPY(¥),,8636.705792,0.4638437084382465,THB DRIVE CHAIN,0.37233173076923076,30978,30978,30978,"{""sharedFormula"":""U82""}",0.52,1,16108.560000000001,,-1,,TC
A12,5013,RF06B-LM-1-JL,RF06B-LM-1-MCJL,PC,204,204,1,"{""sharedFormula"":""I69""}",0.35,71.39999999999999,JPY(¥),,21.237216,0.4830278481012658,THB DRIVE CHAIN,0.3872549019607843,79,79,79,"{""sharedFormula"":""U82""}",0.52,1,41.08,,-1,,TC
A12,6008,,RF06B-LM-1-OL,PC,433,433,1,"{""sharedFormula"":""I69""}",0.35,151.54999999999998,JPY(¥),,45.077032,0.4840083333333333,THB DRIVE CHAIN,0.38799076212471134,168,168,168,"{""sharedFormula"":""U82""}",0.52,1,87.36,,-1,,TC
A12,0118,,RF06B-LM-1-RP,LINK,89,89,1,"{""sharedFormula"":""I69""}",0.35,31.15,JPY(¥),,9.265256,0.47594705882352933,THB DRIVE CHAIN,0.38202247191011235,34,34,34,"{""sharedFormula"":""U82""}",0.52,1,17.68,,-1,,TC
A12,0013,RF06B-LM-1-U,RF06B-LM-1-RP-U,BOX,28480,28480,1,"{""sharedFormula"":""I69""}",0.35,9968,JPY(¥),,2964.8819200000007,0.4827455320693095,THB DRIVE CHAIN,0.3870435393258427,11023,11023,11023,"{""sharedFormula"":""U82""}",0.52,1,5731.96,,-1,,TC
A12,5014,RF06B-LM-2-JL,RF06B-LM-2-MCJL,PC,447,447,1,"{""sharedFormula"":""I69""}",0.35,156.45,JPY(¥),,46.534488,0.48272023121387286,THB DRIVE CHAIN,0.3870246085011186,173,173,173,"{""sharedFormula"":""U82""}",0.52,1,89.96000000000001,,-1,,TC
A12,6009,,RF06B-LM-2-OL,PC,1170,1170,1,"{""sharedFormula"":""I69""}",0.35,409.5,JPY(¥),,121.80168000000002,0.4829271523178807,THB DRIVE CHAIN,0.3871794871794872,453,453,453,"{""sharedFormula"":""U82""}",0.52,1,235.56,,-1,,TC
A12,0014,RF06B-LM-2,RF06B-LM-2-RP,LINK,211,211,1,"{""sharedFormula"":""I69""}",0.35,73.85,JPY(¥),,21.965944000000004,0.48485121951219506,THB DRIVE CHAIN,0.3886255924170616,82,82,82,"{""sharedFormula"":""U82""}",0.52,1,42.64,,-1,,TC
A11,6162,,RS08B-1-2POL,PC,311,311,1,"{""sharedFormula"":""I69""}",0.349,108.53899999999999,JPY(¥),,32.283840160000004,0.4554008070175438,THB DRIVE CHAIN,0.3665594855305466,114,114,114,"{""sharedFormula"":""U82""}",0.52,1,59.28,,-1,,TC
A11,6163,,RS08B-2-2POL,PC,671,671,1,,0.349,234.17899999999997,JPY(¥),,69.65420176,0.46204663453815253,THB DRIVE CHAIN,0.3710879284649776,248.99999999999997,248.99999999999997,249,1.1414341136708436e-16,0.52,1,129.48,,-1,,TC
A11,6164,,RS08B-3-2POL,PC,1010,1010,1,"{""sharedFormula"":""I124""}",0.349,352.48999999999995,JPY(¥),,104.8446256,0.4608976470588236,THB DRIVE CHAIN,0.3702970297029703,374,374,374,"{""sharedFormula"":""U82""}",0.52,1,194.48000000000002,,-1,,TC
A11,5096,RS08B-3-JL,RS08B-3-MCJL,PC,498,498,1,"{""sharedFormula"":""I124""}",0.349,173.802,JPY(¥),,51.69566688000001,0.45970247826086946,THB DRIVE CHAIN,0.36947791164658633,184,184,184,"{""sharedFormula"":""U82""}",0.52,1,95.68,,-1,,TC
A11,6137,,RS08B-3-OL,PC,904,904,1,"{""sharedFormula"":""I124""}",0.349,315.496,JPY(¥),,93.84113024000001,0.46130235223880595,THB DRIVE CHAIN,0.37057522123893805,335,335,335,"{""sharedFormula"":""U82""}",0.52,1,174.20000000000002,,-1,,TC
A11,0176,,RS08B-3-RP,LINK,99,99,1,"{""sharedFormula"":""I124""}",0.349,34.550999999999995,JPY(¥),,10.276849440000001,0.4658602162162162,THB DRIVE CHAIN,0.37373737373737376,37,37,37,"{""sharedFormula"":""U82""}",0.52,1,19.240000000000002,,-1,,TC
A11,0139,,RS08B-3-RP-U,BOX,23760,23760,1,"{""sharedFormula"":""I124""}",0.349,8292.24,JPY(¥),,2466.4438656,0.463261142921806,THB DRIVE CHAIN,0.37192760942760944,8837,8837,8837,"{""sharedFormula"":""U82""}",0.52,1,4595.24,,-1,,TC
A12,5016,RS08B-LM-2-JL,RS08B-LM-2-MCJL,PC,556,556,1,"{""sharedFormula"":""I124""}",0.35,194.6,JPY(¥),,57.88182400000001,0.47985420560747655,THB DRIVE CHAIN,0.38489208633093525,214,214,214,,0.52,1,111.28,,-1,,TC
A12,6011,,RS08B-LM-2-OL,PC,1590,1590,1,"{""sharedFormula"":""I124""}",0.35,556.5,JPY(¥),,165.52536000000003,0.4849223300970873,THB DRIVE CHAIN,0.3886792452830189,618,618,618,"{""sharedFormula"":""U130""}",0.52,1,321.36,,-1,,TC
A12,0016,RS08B-LM-2,RS08B-LM-2-RP,LINK,224,224,1,"{""sharedFormula"":""I124""}",0.35,78.39999999999999,JPY(¥),,23.319296,0.4845425287356322,THB DRIVE CHAIN,0.38839285714285715,87,87,87,"{""sharedFormula"":""U130""}",0.52,1,45.24,,-1,,TC
A11,0040,,RS100-1-RP,LINK,371,371,1,"{""sharedFormula"":""I124""}",0.355,131.70499999999998,JPY(¥),,39.1743352,0.4540923188405797,THB DRIVE CHAIN,0.3719676549865229,138,138,138,"{""sharedFormula"":""U130""}",0.52,1,71.76,,-1,,TC
A11,0119,,RS100-1-RP-U,BOX,31900,31900,1,"{""sharedFormula"":""I124""}",0.288,9187.199999999999,JPY(¥),,2732.640768,0.5597655692385021,THB DRIVE CHAIN,0.37420062695924766,11937,11937,11937,"{""sharedFormula"":""U130""}",0.52,1,6207.24,,-1,,TC
A11,6094,,RS100-3-2POL,PC,7950,7950,1,"{""sharedFormula"":""I124""}",0.288,2289.6,JPY(¥),,681.018624,0.5554476578411405,THB DRIVE CHAIN,0.37056603773584906,2946,2946,2946,"{""sharedFormula"":""U130""}",0.52,1,1531.92,,-1,,TC
A11,0042,,RS100-3-CP,LINK,1380,1380,1,"{""sharedFormula"":""I124""}",0.355,489.9,JPY(¥),,145.715856,0.45161878669275934,THB DRIVE CHAIN,0.37028985507246376,511,511,511,"{""sharedFormula"":""U130""}",0.52,1,265.72,,-1,,TC
A11,0121,,RS100-3-CP-U,BOX,120000,120000,1,"{""sharedFormula"":""I124""}",0.288,34560,JPY(¥),,10279.526400000002,0.5538128879358988,THB DRIVE CHAIN,0.36920833333333336,44305,44305,44305,"{""sharedFormula"":""U130""}",0.52,1,23038.600000000002,,-1,,TC
A11,5039,RS100-3-JL,RS100-3-MWJL,PC,2520,2520,1,"{""sharedFormula"":""I124""}",0.288,725.76,JPY(¥),,215.87005440000001,0.557425671641791,THB DRIVE CHAIN,0.37222222222222223,938,938,938,"{""sharedFormula"":""U130""}",0.52,1,487.76,,-1,,TC
A11,6033,,RS100-3-OL,PC,5210,5210,1,"{""sharedFormula"":""I124""}",0.288,1500.4799999999998,JPY(¥),,446.3027712,0.5552981554404146,THB DRIVE CHAIN,0.3704414587332054,1930,1930,1930,"{""sharedFormula"":""U130""}",0.52,1,1003.6,,-1,,TC
A11,5040,RS100-4-JL,RS100-4-MWJL,PC,3520,3520,1,"{""sharedFormula"":""I124""}",0.288,1013.7599999999999,JPY(¥),,301.5327744,0.5620311782477342,THB DRIVE CHAIN,0.37613636363636366,1324,1324,1324,"{""sharedFormula"":""U130""}",0.52,1,688.48,,-1,,TC
A11,6034,,RS100-4-OL,PC,7620,7620,1,"{""sharedFormula"":""I124""}",0.288,2194.56,JPY(¥),,652.7499264,0.5550200921658986,THB DRIVE CHAIN,0.37020997375328085,2821,2821,2821,"{""sharedFormula"":""U130""}",0.52,1,1466.92,,-1,,TC
A11,0043,,RS100-4-RP,LINK,1780,1780,1,"{""sharedFormula"":""I124""}",0.355,631.9,JPY(¥),"*In case of order in FT, please utilize ""TSL Chain Price for 10ft box"" file",187.95233600000003,0.45152230652503783,THB DRIVE CHAIN,0.3702247191011236,659,659,659,"{""sharedFormula"":""U130""}",0.52,1,342.68,,-1,,TC
A11,5041,RS100-5-JL,RS100-5-MWJL,PC,4360,4360,1,"{""sharedFormula"":""I124""}",0.288,1255.6799999999998,JPY(¥),,373.4894592,0.5505325657071339,THB DRIVE CHAIN,0.3665137614678899,1598,1598,1598,"{""sharedFormula"":""U130""}",0.52,1,830.96,,-1,,TC
A11,6035,,RS100-5-OL,PC,9120,9120,1,"{""sharedFormula"":""I124""}",0.288,2626.56,JPY(¥),,781.2440064000001,0.5561617961595273,THB DRIVE CHAIN,0.3711622807017544,3385,3385,3385,"{""sharedFormula"":""U130""}",0.52,1,1760.2,,-1,,TC
A11,0044,,RS100-5-RP,LINK,2130,2130,1,"{""sharedFormula"":""I124""}",0.355,756.15,JPY(¥),,224.90925600000003,0.4525091139240506,THB DRIVE CHAIN,0.37089201877934275,790,790,790,"{""sharedFormula"":""U130""}",0.52,1,410.8,,-1,,TC
A11,5042,RS100-6-JL,RS100-6-MWJL,PC,5400,5400,1,"{""sharedFormula"":""I124""}",0.288,1555.1999999999998,JPY(¥),,462.578688,0.5580852459016393,THB DRIVE CHAIN,0.37277777777777776,2013,2013,2013,"{""sharedFormula"":""U130""}",0.52,1,1046.76,,-1,,TC
A11,6036,,RS100-6-OL,PC,11300,11300,1,"{""sharedFormula"":""I124""}",0.288,3254.3999999999996,JPY(¥),,967.9887360000001,0.5554055887270121,THB DRIVE CHAIN,0.37053097345132746,4187,4187,4187,"{""sharedFormula"":""U130""}",0.52,1,2177.2400000000002,,-1,,TC
A11,0045,,RS100-6-RP,LINK,2670,2670,1,"{""sharedFormula"":""I124""}",0.355,947.8499999999999,JPY(¥),,281.92850400000003,0.4534574596774192,THB DRIVE CHAIN,0.37153558052434454,991.9999999999999,991.9999999999999,992,1.1460366705808067e-16,0.52,1,515.8399999999999,,-1,,TC
D21,0072,,RS100EB,PC,6820,6820,1,"{""sharedFormula"":""I124""}",0.35,2387,JPY(¥),,709.9892800000001,0.4834037079076806,THB DRIVE CHAIN,0.3875366568914956,2643,2643,2643,"{""sharedFormula"":""U130""}",0.52,1,1374.3600000000001,,-1,,TC
D21,0078,,RS100EB-JL,PC,2960,2960,1,"{""sharedFormula"":""I124""}",0.35,1036,JPY(¥),,308.1478400000001,0.4829040139616055,THB DRIVE CHAIN,0.38716216216216215,1146,1146,1146,"{""sharedFormula"":""U130""}",0.52,1,595.9200000000001,,-1,,TC
A13,5007,RS100-HT-1-FJL,RS100-HT-1-FWJL,PC,800,800,1,"{""sharedFormula"":""I124""}",0.294,235.2,JPY(¥),,69.95788800000001,0.5439511864406779,THB DRIVE CHAIN,0.36875,295,295,295,"{""sharedFormula"":""U130""}",0.52,1,153.4,,-1,,TC
A13,0161,,RS100-HT-1-RP,LINK,427,427,1,"{""sharedFormula"":""I124""}",0.294,125.538,JPY(¥),,37.34002272000001,0.5396939999999999,THB DRIVE CHAIN,0.36533957845433257,156,156,156,"{""sharedFormula"":""U130""}",0.52,1,81.12,,-1,,TC
A13,5008,RS100-HT-2-FJL,RS100-HT-2-FWJL,PC,1660,1660,1,"{""sharedFormula"":""I124""}",0.294,488.03999999999996,JPY(¥),,145.1626176,0.5438580392156863,THB DRIVE CHAIN,0.3686746987951807,612,612,612,"{""sharedFormula"":""U130""}",0.52,1,318.24,,-1,,TC
A13,0162,,RS100-HT-2-RP,LINK,1070,1070,1,"{""sharedFormula"":""I124""}",0.294,314.58,JPY(¥),,93.5686752,0.538616,THB DRIVE CHAIN,0.3644859813084112,390,390,390,"{""sharedFormula"":""U130""}",0.52,1,202.8,,-1,,TC
A13,5009,RS100-HT-3-FJL,RS100-HT-3-FWJL,PC,2620,2620,1,"{""sharedFormula"":""I124""}",0.294,770.28,JPY(¥),,229.11208320000003,0.5419956756756756,THB DRIVE CHAIN,0.36717557251908395,962,962,962,"{""sharedFormula"":""U130""}",0.52,1,500.24,,-1,,TC
A13,0163,,RS100-HT-3-RP,LINK,1700,1700,1,"{""sharedFormula"":""I124""}",0.294,499.79999999999995,JPY(¥),,148.660512,0.5418499999999999,THB DRIVE CHAIN,0.36705882352941177,624,624,624,"{""sharedFormula"":""U130""}",0.52,1,324.48,,-1,,TC
