,,,,,,,,,,,,,PO multiplier,Exchange rate
,,,,,,,,,,,,JPY,1.1440000000000001,0.26
,,,,,,,,,,,,USD,1.16688,38
Category,Part No. ,Previous Model No. ,New Model No. ,Unit ,"Manufacturer's suggested 
retail price","(New) Manufacturer's suggested 
retail price",Conversion to FT,% dif for cost,"(TTCL Internal Use)
PO Price","PO price
JPY/USD",PO price currency,REMARK (internal),"(TTCL Internal Use)
 THB Cost","(TTCL Internal Use)
GP",Pricelist Name,Multipiler,"Make same Price as Standard Price (THB)
=JPY/USD*Mul.","(New) Make same Price as Standard Price (THB)
=JPY/USD*Mul.","Standard Price (THB)
*Copy from excel",เช็คความต่าง %,"DIST. PL
 MUL.",Dist. Ex rate,Unit price (THB),(NEW) Unit price (THB),% dif for Unit price (SP),Status,Supplier Name,"Stock Reference 
(RPP)","Cutting &
Assembly",Detail
A12,0050,RS100-LMD-NP-1,RS100-LMDNP-1-CP,LINK,916,916,1,"{""sharedFormula"":""I124""}",0.35,320.59999999999997,JPY(¥),,95.359264,0.4699907514450868,THB DRIVE CHAIN,0.3777292576419214,346,346,346,"{""sharedFormula"":""U130""}",0.52,1,179.92000000000002,,-1,,TC
A12,0036,RS100-LMD-NP-1-U,RS100-LMDNP-1-CP-U,BOX,85300,85300,1,"{""sharedFormula"":""I124""}",0.35,29854.999999999996,JPY(¥),,8880.0712,0.48535169670303174,THB DRIVE CHAIN,0.3890035169988277,33182,33182,33182,"{""sharedFormula"":""U130""}",0.52,1,17254.64,,-1,,TC
A12,5036,RS100-LMD-NP-1-JL,RS100-LMDNP-1-MWJL,PC,1430,1430,1,"{""sharedFormula"":""I124""}",0.35,500.49999999999994,JPY(¥),,148.86872,0.48416936936936944,THB DRIVE CHAIN,0.3881118881118881,555,555,555,"{""sharedFormula"":""U130""}",0.52,1,288.6,,-1,,TC
A12,6026,RS100-LMD-NP-1-OL,RS100-LMDNP-1-OL,PC,3000,3000,1,"{""sharedFormula"":""I124""}",0.35,1050,JPY(¥),,312.312,0.48666666666666664,THB DRIVE CHAIN,0.39,1170,1170,1170,"{""sharedFormula"":""U130""}",0.52,1,608.4,,-1,,TC
A12,0056,RS100-LMD-S-2,RS100-LMDS-2-CP,LINK,1650,1650,1,"{""sharedFormula"":""I124""}",0.35,577.5,JPY(¥),,171.77160000000003,0.48466458658346323,THB DRIVE CHAIN,0.3884848484848485,641,641,641,"{""sharedFormula"":""U130""}",0.52,1,333.32,,-1,,TC
A12,5044,RS100-LMD-S-2-JL,RS100-LMDS-2-MWJL,PC,2330,2330,1,"{""sharedFormula"":""I124""}",0.35,815.5,JPY(¥),,242.56232000000003,0.48342635658914723,THB DRIVE CHAIN,0.38755364806866954,903,903,903,"{""sharedFormula"":""U130""}",0.52,1,469.56,,-1,,TC
A14,5058,RS100-NEP-1-JL,RS100-NEP-1-MWJL,PC,1580,1580,1,"{""sharedFormula"":""I124""}",0.328,518.24,JPY(¥),,154.14530560000003,0.5001125126475547,THB DRIVE CHAIN,0.37531645569620253,593,593,593,"{""sharedFormula"":""U130""}",0.52,1,308.36,,-1,,TC
A14,6058,,RS100-NEP-1-OL,PC,2710,2710,1,,0.328,888.88,JPY(¥),,264.38846720000004,0.502505518590998,THB DRIVE CHAIN,0.3771217712177122,1022,1022,1022,"{""sharedFormula"":""U130""}",0.52,1,531.44,,-1,,TC
A14,5059,RS100-NEP-2-JL,RS100-NEP-2-MWJL,PC,3270,3270,1,"{""sharedFormula"":""I164""}",0.328,1072.56,JPY(¥),,319.02224640000003,0.5080157818765036,THB DRIVE CHAIN,0.38134556574923545,1247,1247,1247,"{""sharedFormula"":""U130""}",0.52,1,648.44,,-1,,TC
A14,6059,,RS100-NEP-2-OL,PC,5930,5930,1,"{""sharedFormula"":""I164""}",0.328,1945.0400000000002,JPY(¥),,578.5326976000001,0.5030983117463153,THB DRIVE CHAIN,0.3775716694772344,2239,2239,2239,"{""sharedFormula"":""U130""}",0.52,1,1164.28,,-1,,TC
A14,0066,RS100-NEP-2,RS100-NEP-2-RP,LINK,1620,1620,1,"{""sharedFormula"":""I164""}",0.328,531.36,JPY(¥),,158.0477184,0.5033694117647058,THB DRIVE CHAIN,0.37777777777777777,612,612,612,"{""sharedFormula"":""U130""}",0.52,1,318.24,,-1,,TC
A14,0082,RS100-NP-1,RS100-NP-1-CP,LINK,596,596,1,"{""sharedFormula"":""I164""}",0.328,195.488,JPY(¥),,58.14595072000001,0.48941033789954336,THB DRIVE CHAIN,0.3674496644295302,219,219,219,"{""sharedFormula"":""U130""}",0.52,1,113.88000000000001,,-1,,TC
A14,0028,RS100-NP-1-U,RS100-NP-1-CP-U,BOX,55600,55600,1,"{""sharedFormula"":""I164""}",0.328,18236.8,JPY(¥),,5424.353792,0.5028144702349745,THB DRIVE CHAIN,0.37735611510791367,20981,20981,20981,"{""sharedFormula"":""U130""}",0.52,1,10910.12,,-1,,TC
A14,5028,RS100-NP-1-JL,RS100-NP-1-MWJL,PC,1120,1120,1,"{""sharedFormula"":""I164""}",0.328,367.36,JPY(¥),,109.26755840000001,0.5055766588235293,THB DRIVE CHAIN,0.3794642857142857,425,425,425,"{""sharedFormula"":""U130""}",0.52,1,221,,-1,,TC
A14,6027,,RS100-NP-1-OL,PC,2270,2270,1,"{""sharedFormula"":""I164""}",0.328,744.5600000000001,JPY(¥),,221.46192640000004,0.5018850058479531,THB DRIVE CHAIN,0.3766519823788546,855,855,855,"{""sharedFormula"":""U130""}",0.52,1,444.6,,-1,,TC
A14,5012,RS100-SS-1-JL,RS100-SS-1-MWJL,PC,2780,2780,1,"{""sharedFormula"":""I164""}",0.344,956.3199999999999,JPY(¥),,284.4478208,0.4995287831655993,THB DRIVE CHAIN,0.39316546762589927,1093,1093,1093,"{""sharedFormula"":""U130""}",0.52,1,568.36,,-1,,TC
A14,6011,,RS100-SS-1-OL,PC,6930,6930,1,"{""sharedFormula"":""I164""}",0.344,2383.9199999999996,JPY(¥),,709.0731648,0.5043248854961833,THB DRIVE CHAIN,0.396969696969697,2751,2751,2751,"{""sharedFormula"":""U130""}",0.52,1,1430.52,,-1,,TC
A14,0012,,RS100-SS-1-RP,LINK,2070,2070,1,"{""sharedFormula"":""I164""}",0.344,712.0799999999999,JPY(¥),"*In case of order in FT, please utilize 'TSL Chain Price for 10ft box' file",211.80107519999999,0.503280780487805,THB DRIVE CHAIN,0.3961352657004831,820,820,820,"{""sharedFormula"":""U130""}",0.52,1,426.40000000000003,,-1,,TC
A14,5013,RS100-SS-2-JL,RS100-SS-2-MWJL,PC,6690,6690,1,"{""sharedFormula"":""I164""}",0.344,2301.3599999999997,JPY(¥),,684.5165184,0.5045623184042153,THB DRIVE CHAIN,0.39715994020926754,2657,2657,2657,,0.52,1,1381.64,,-1,,TC
A14,6012,,RS100-SS-2-OL,PC,16800,16800,1,"{""sharedFormula"":""I164""}",0.344,5779.2,JPY(¥),,1718.9652480000002,0.5024529801324503,THB DRIVE CHAIN,0.3954761904761905,6644,6644,6644,"{""sharedFormula"":""U175""}",0.52,1,3454.88,,-1,,TC
A14,0013,,RS100-SS-2-RP,LINK,4510,4510,1,"{""sharedFormula"":""I164""}",0.344,1551.4399999999998,JPY(¥),"*In case of order in FT, please utilize 'TSL Chain Price for 10ft box' file",461.4603136,0.5036780313199104,THB DRIVE CHAIN,0.3964523281596452,1787.9999999999998,1787.9999999999998,1788,1.271664851472215e-16,0.52,1,929.7599999999999,,-1,,TC
A13,6002,RS100-SUP-1-4POL,RS100-SUP-1-4POL,PC,10900,10900,1,"{""sharedFormula"":""I164""}",0.294,3204.6,JPY(¥),,953.176224,0.5448147007698038,THB DRIVE CHAIN,0.36944954128440366,4027,4027,4027,"{""sharedFormula"":""U175""}",0.52,1,2094.04,,-1,,TC
A13,0073,,RS100-SUP-1-F-RP-U,BOX,41376,41376,1,"{""sharedFormula"":""I164""}",0.294,12164.544,JPY(¥),,3618.2219673600007,0.5359707123707903,THB DRIVE CHAIN,0.3624081593194122,14995,14995,14995,"{""sharedFormula"":""U175""}",0.52,1,7797.400000000001,,-1,,TC
A13,5073,RS100-SUP-1-FJL,RS100-SUP-1-FSJL,PC,856,856,1,"{""sharedFormula"":""I164""}",0.294,251.664,JPY(¥),,74.85494016,0.5415547515923567,THB DRIVE CHAIN,0.36682242990654207,314,314,314,"{""sharedFormula"":""U175""}",0.52,1,163.28,,-1,,TC
A13,0031,,RS100-SUP-1-M-RP-U,BOX,41376,41376,1,"{""sharedFormula"":""I164""}",0.294,12164.544,JPY(¥),,3618.2219673600007,0.5359707123707903,THB DRIVE CHAIN,0.3624081593194122,14995,14995,14995,"{""sharedFormula"":""U175""}",0.52,1,7797.400000000001,,-1,,TC
A13,5031,RS100-SUP-1-MJL,RS100-SUP-1-MSJL,PC,856,856,1,"{""sharedFormula"":""I164""}",0.294,251.664,JPY(¥),,74.85494016,0.5415547515923567,THB DRIVE CHAIN,0.36682242990654207,314,314,314,"{""sharedFormula"":""U175""}",0.52,1,163.28,,-1,,TC
A13,0137,,RS100-SUP-1-RP,LINK,431,431,1,"{""sharedFormula"":""I164""}",0.294,126.714,JPY(¥),,37.68981216000001,0.5353819999999999,THB DRIVE CHAIN,0.3619489559164733,156,156,156,"{""sharedFormula"":""U175""}",0.52,1,81.12,,-1,,TC
A13,0074,,RS100-SUP-2-F-RP-U,BOX,90624,90624,1,"{""sharedFormula"":""I164""}",0.294,26643.456,JPY(¥),,7924.829552640001,0.5430678849878572,THB DRIVE CHAIN,0.3680371645480226,33353,33353,33353,"{""sharedFormula"":""U175""}",0.52,1,17343.56,,-1,,TC
A13,5074,RS100-SUP-2-FJL,RS100-SUP-2-FSJL,PC,1870,1870,1,"{""sharedFormula"":""I164""}",0.294,549.78,JPY(¥),,163.52656320000003,0.5435788679245283,THB DRIVE CHAIN,0.3684491978609626,689,689,689,"{""sharedFormula"":""U175""}",0.52,1,358.28000000000003,,-1,,TC
A13,0032,,RS100-SUP-2-M-RP-U,BOX,90624,90624,1,"{""sharedFormula"":""I164""}",0.294,26643.456,JPY(¥),,7924.829552640001,0.5430678849878572,THB DRIVE CHAIN,0.3680371645480226,33353,33353,33353,"{""sharedFormula"":""U175""}",0.52,1,17343.56,,-1,,TC
A13,5032,RS100-SUP-2-MJL,RS100-SUP-2-MSJL,PC,1870,1870,1,"{""sharedFormula"":""I164""}",0.294,549.78,JPY(¥),,163.52656320000003,0.5435788679245283,THB DRIVE CHAIN,0.3684491978609626,689,689,689,"{""sharedFormula"":""U175""}",0.52,1,358.28000000000003,,-1,,TC
A13,0149,,RS100-SUP-2-RP,LINK,944,944,1,"{""sharedFormula"":""I164""}",0.294,277.536,JPY(¥),,82.55030784,0.5425054985590778,THB DRIVE CHAIN,0.3675847457627119,347,347,347,"{""sharedFormula"":""U175""}",0.52,1,180.44,,-1,,TC
A13,5075,RS100-SUP-3-FJL,RS100-SUP-3-FSJL,PC,2980,2980,1,"{""sharedFormula"":""I164""}",0.294,876.12,JPY(¥),,260.59313280000003,0.5414998719121683,THB DRIVE CHAIN,0.3667785234899329,1093,1093,1093,"{""sharedFormula"":""U175""}",0.52,1,568.36,,-1,,TC
A13,5033,RS100-SUP-3-MJL,RS100-SUP-3-MSJL,PC,2980,2980,1,"{""sharedFormula"":""I164""}",0.294,876.12,JPY(¥),,260.59313280000003,0.5414998719121683,THB DRIVE CHAIN,0.3667785234899329,1093,1093,1093,"{""sharedFormula"":""U175""}",0.52,1,568.36,,-1,,TC
A13,0033,,RS100-SUP-3-RP,LINK,1540,1540,1,"{""sharedFormula"":""I164""}",0.294,452.76,JPY(¥),,134.6689344,0.5416305840707965,THB DRIVE CHAIN,0.36688311688311687,565,565,565,"{""sharedFormula"":""U175""}",0.52,1,293.8,,-1,,TC
A13,5076,RS100-SUP-4-FJL,RS100-SUP-4-FSJL,PC,4290,4290,1,"{""sharedFormula"":""I164""}",0.294,1261.26,JPY(¥),,375.14917440000005,0.5433919493670886,THB DRIVE CHAIN,0.3682983682983683,1580,1580,1580,"{""sharedFormula"":""U175""}",0.52,1,821.6,,-1,,TC
A13,5034,RS100-SUP-4-MJL,RS100-SUP-4-MSJL,PC,4290,4290,1,"{""sharedFormula"":""I164""}",0.294,1261.26,JPY(¥),,375.14917440000005,0.5433919493670886,THB DRIVE CHAIN,0.3682983682983683,1580,1580,1580,"{""sharedFormula"":""U175""}",0.52,1,821.6,,-1,,TC
A13,0034,,RS100-SUP-4-RP,LINK,2020,2020,1,"{""sharedFormula"":""I164""}",0.294,593.88,JPY(¥),,176.6436672,0.5421841509433962,THB DRIVE CHAIN,0.3673267326732673,742,742,742,"{""sharedFormula"":""U175""}",0.52,1,385.84000000000003,,-1,,TC
A13,5077,RS100-SUP-5-FJL,RS100-SUP-5-FSJL,PC,5180,5180,1,"{""sharedFormula"":""I164""}",0.294,1522.9199999999998,JPY(¥),,452.9773248,0.5415209263157894,THB DRIVE CHAIN,0.3667953667953668,1900,1900,1900,"{""sharedFormula"":""U175""}",0.52,1,988,,-1,,TC
A13,5035,RS100-SUP-5-MJL,RS100-SUP-5-MSJL,PC,5180,5180,1,"{""sharedFormula"":""I164""}",0.294,1522.9199999999998,JPY(¥),,452.9773248,0.5415209263157894,THB DRIVE CHAIN,0.3667953667953668,1900,1900,1900,"{""sharedFormula"":""U175""}",0.52,1,988,,-1,,TC
A13,0035,,RS100-SUP-5-RP,LINK,2580,2580,1,"{""sharedFormula"":""I164""}",0.294,758.52,JPY(¥),,225.61418880000002,0.5374483582089552,THB DRIVE CHAIN,0.3635658914728682,938,938,938,"{""sharedFormula"":""U175""}",0.52,1,487.76,,-1,,TC
A13,5078,RS100-SUP-6-FJL,RS100-SUP-6-FSJL,PC,6620,6620,1,"{""sharedFormula"":""I164""}",0.294,1946.28,JPY(¥),,578.9015232000002,0.5393991890773686,THB DRIVE CHAIN,0.3651057401812689,2417,2417,2417,"{""sharedFormula"":""U175""}",0.52,1,1256.8400000000001,,-1,,TC
A13,5036,RS100-SUP-6-MJL,RS100-SUP-6-MSJL,PC,6620,6620,1,"{""sharedFormula"":""I164""}",0.294,1946.28,JPY(¥),,578.9015232000002,0.5393991890773686,THB DRIVE CHAIN,0.3651057401812689,2417,2417,2417,"{""sharedFormula"":""U175""}",0.52,1,1256.8400000000001,,-1,,TC
A13,0036,,RS100-SUP-6-RP,LINK,3110,3110,1,"{""sharedFormula"":""I164""}",0.294,914.3399999999999,JPY(¥),,271.9612896,0.5387985185185186,THB DRIVE CHAIN,0.36463022508038584,1134,1134,1134,"{""sharedFormula"":""U175""}",0.52,1,589.6800000000001,,-1,,TC
A13,5112,RS100-SUP-H-1-FJL,RS100-SUPH-1-FSJL,PC,876,876,1,"{""sharedFormula"":""I164""}",0.294,257.544,JPY(¥),,76.60388736,0.5424994782608695,THB DRIVE CHAIN,0.3675799086757991,322,322,322,"{""sharedFormula"":""U175""}",0.52,1,167.44,,-1,,TC
A13,0112,RS100-SUP-H-1-RP,RS100-SUPH-1-RP,LINK,553,553,1,"{""sharedFormula"":""I164""}",0.294,162.582,JPY(¥),,48.35839008,0.5418871724137931,THB DRIVE CHAIN,0.3670886075949367,203,203,203,"{""sharedFormula"":""U175""}",0.52,1,105.56,,-1,,TC
A13,5113,RS100-SUP-H-2-FJL,RS100-SUPH-2-FSJL,PC,2420,2420,1,"{""sharedFormula"":""I164""}",0.294,711.4799999999999,JPY(¥),,211.62261120000002,0.5432474074074074,THB DRIVE CHAIN,0.36818181818181817,891,891,891,"{""sharedFormula"":""U175""}",0.52,1,463.32,,-1,,TC
A13,0113,RS100-SUP-H-2-RP,RS100-SUPH-2-RP,LINK,1380,1380,1,"{""sharedFormula"":""I164""}",0.294,405.71999999999997,JPY(¥),,120.67735680000001,0.5422646153846153,THB DRIVE CHAIN,0.3673913043478261,507,507,507,"{""sharedFormula"":""U175""}",0.52,1,263.64,,-1,,TC
A13,5114,RS100-SUP-H-3-FJL,RS100-SUPH-3-FSJL,PC,3800,3800,1,"{""sharedFormula"":""I164""}",0.294,1117.2,JPY(¥),,332.2999680000001,0.5461374999999999,THB DRIVE CHAIN,0.3705263157894737,1408,1408,1408,"{""sharedFormula"":""U175""}",0.52,1,732.1600000000001,,-1,,TC
A13,0114,RS100-SUP-H-3-RP,RS100-SUPH-3-RP,LINK,2220,2220,1,"{""sharedFormula"":""I164""}",0.294,652.68,JPY(¥),,194.13313920000002,0.54136,THB DRIVE CHAIN,0.36666666666666664,813.9999999999999,813.9999999999999,814,1.396644198054251e-16,0.52,1,423.28,,-1,,TC
A11,7010,,RS100-WARIPIN,CASE,1400,1400,1,"{""sharedFormula"":""I164""}",0.355,497,JPY(¥),,147.82768000000004,0.40150736842105245,THB DRIVE CHAIN,0.3392857142857143,475,475,475,"{""sharedFormula"":""U175""}",0.52,1,247,,-1,,TC
A11,6165,,RS10B-1-2POL,PC,416,416,1,"{""sharedFormula"":""I164""}",0.349,145.184,JPY(¥),,43.183528960000004,0.4572206013071895,THB DRIVE CHAIN,0.36778846153846156,153,153,153,"{""sharedFormula"":""U175""}",0.52,1,79.56,,-1,,TC
A11,6166,,RS10B-2-2POL,PC,902,902,1,"{""sharedFormula"":""I164""}",0.349,314.798,JPY(¥),,93.63351712000002,0.460884862275449,THB DRIVE CHAIN,0.37028824833702884,334,334,334,"{""sharedFormula"":""U175""}",0.52,1,173.68,,-1,,TC
A11,6167,,RS10B-3-2POL,PC,1350,1350,1,"{""sharedFormula"":""I164""}",0.349,471.15,JPY(¥),,140.13885600000003,0.4599242484969939,THB DRIVE CHAIN,0.36962962962962964,499,499,499,"{""sharedFormula"":""U175""}",0.52,1,259.48,,-1,,TC
A11,5099,RS10B-3-JL,RS10B-3-MCJL,PC,598,598,1,"{""sharedFormula"":""I164""}",0.349,208.702,JPY(¥),,62.076322880000006,0.46226331531531517,THB DRIVE CHAIN,0.3712374581939799,221.99999999999997,221.99999999999997,222,1.28025718154973e-16,0.52,1,115.43999999999998,,-1,,TC
A11,6140,,RS10B-3-OL,PC,1200,1200,1,"{""sharedFormula"":""I164""}",0.349,418.79999999999995,JPY(¥),,124.567872,0.4580235294117647,THB DRIVE CHAIN,0.36833333333333335,442,442,442,"{""sharedFormula"":""U175""}",0.52,1,229.84,,-1,,TC
A11,0181,,RS10B-3-RP,LINK,142,142,1,"{""sharedFormula"":""I164""}",0.349,49.558,JPY(¥),,14.740531520000003,0.4651476226415094,THB DRIVE CHAIN,0.3732394366197183,53,53,53,"{""sharedFormula"":""U175""}",0.52,1,27.560000000000002,,-1,,TC
A11,0142,,RS10B-3-RP-U,BOX,27264,27264,1,"{""sharedFormula"":""I164""}",0.349,9515.135999999999,JPY(¥),,2830.18205184,0.463724722435708,THB DRIVE CHAIN,0.3722491197183099,10149,10149,10149,"{""sharedFormula"":""U175""}",0.52,1,5277.4800000000005,,-1,,TC
A12,5017,RS10B-LM-1-JL,RS10B-LM-1-MCJL,PC,296,296,1,"{""sharedFormula"":""I164""}",0.35,103.6,JPY(¥),,30.814784,0.4847026086956522,THB DRIVE CHAIN,0.3885135135135135,114.99999999999999,114.99999999999999,115,1.2357264969740873e-16,0.52,1,59.8,,-1,,TC
A12,6012,,RS10B-LM-1-OL,PC,596,596,1,"{""sharedFormula"":""I164""}",0.35,208.6,JPY(¥),,62.045984000000004,0.48346666666666666,THB DRIVE CHAIN,0.3875838926174497,231,231,231,"{""sharedFormula"":""U175""}",0.52,1,120.12,,-1,,TC
A12,0121,,RS10B-LM-1-RP,LINK,130,130,1,"{""sharedFormula"":""I164""}",0.35,45.5,JPY(¥),,13.533520000000003,0.4794799999999999,THB DRIVE CHAIN,0.38461538461538464,50,50,50,"{""sharedFormula"":""U175""}",0.52,1,26,,-1,,TC
A12,0017,RS10B-LM-1-U,RS10B-LM-1-RP-U,BOX,24960,24960,1,,0.35,8736,JPY(¥),,2598.43584,0.48442096574494425,THB DRIVE CHAIN,0.38830128205128206,9692,9692,9692,"{""sharedFormula"":""U175""}",0.52,1,5039.84,,-1,,TC
A12,5018,RS10B-LM-2-JL,RS10B-LM-2-MCJL,PC,649,649,1,"{""sharedFormula"":""I218""}",0.35,227.14999999999998,JPY(¥),,67.563496,0.48440555555555553,THB DRIVE CHAIN,0.3882896764252696,252,252,252,"{""sharedFormula"":""U175""}",0.52,1,131.04,,-1,,TC
A12,6013,,RS10B-LM-2-OL,PC,1600,1600,1,"{""sharedFormula"":""I218""}",0.35,560,JPY(¥),,166.56640000000004,0.4866666666666666,THB DRIVE CHAIN,0.39,624,624,624,"{""sharedFormula"":""U175""}",0.52,1,324.48,,-1,,TC
A12,0018,RS10B-LM-2,RS10B-LM-2-RP,LINK,316,316,1,"{""sharedFormula"":""I218""}",0.35,110.6,JPY(¥),,32.896864,0.4814491803278689,THB DRIVE CHAIN,0.3860759493670886,122,122,122,"{""sharedFormula"":""U175""}",0.52,1,63.440000000000005,,-1,,TC
A14,5001,RS11-SS-1-JL,RS11-SS-1-MCJL,PC,311,311,1,"{""sharedFormula"":""I218""}",0.344,106.984,JPY(¥),,31.82132096,0.49840288524590165,THB DRIVE CHAIN,0.39228295819935693,122,122,122,"{""sharedFormula"":""U175""}",0.52,1,63.440000000000005,,-1,,TC
A14,0129,,RS11-SS-1-RP,LINK,78,78,1,"{""sharedFormula"":""I218""}",0.344,26.831999999999997,JPY(¥),,7.98091008,0.504906322580645,THB DRIVE CHAIN,0.3974358974358974,30.999999999999996,30.999999999999996,31,1.1460366705808067e-16,0.52,1,16.119999999999997,,-1,,TC
A14,0001,RS11-SS-1,RS11-SS-1-RP-U,BOX,10452,10452,1,"{""sharedFormula"":""I218""}",0.344,3595.488,JPY(¥),"814 LKS, CHANGED TO PTNET PRICE RS11-SS-1-RP+814L-MCJR-T",1069.4419507200002,0.9186142011871785,THB DRIVE CHAIN,2.4177190968235744,25270,25270,25270,"{""sharedFormula"":""U175""}",0.52,1,13140.4,,-1,,TC
A11,0047,,RS120-1-RP,LINK,662,662,1,"{""sharedFormula"":""I218""}",0.355,235.01,JPY(¥),,69.90137440000001,0.45355398373983735,THB DRIVE CHAIN,0.3716012084592145,246,246,246,,0.52,1,127.92,,-1,,TC
A11,0123,,RS120-1-RP-U,BOX,47900,47900,1,"{""sharedFormula"":""I218""}",0.288,13795.199999999999,JPY(¥),,4103.244288,0.5541386371341395,THB DRIVE CHAIN,0.36947807933194154,17698,17698,17698,"{""sharedFormula"":""U225""}",0.52,1,9202.960000000001,,-1,,TC
A11,6100,,RS120-3-2POL,PC,12900,12900,1,"{""sharedFormula"":""I218""}",0.288,3715.2,JPY(¥),,1105.049088,0.5527058724479057,THB DRIVE CHAIN,0.36829457364341084,4751,4751,4751,"{""sharedFormula"":""U225""}",0.52,1,2470.52,,-1,,TC
A11,0049,,RS120-3-CP,LINK,2450,2450,1,"{""sharedFormula"":""I218""}",0.355,869.75,JPY(¥),"*In case of order in FT, please utilize 'TSL Chain Price for 10ft box' file",258.69844000000006,0.4526985698569856,THB DRIVE CHAIN,0.3710204081632653,909,909,909,"{""sharedFormula"":""U225""}",0.52,1,472.68,,-1,,TC
A11,5045,RS120-3-JL,RS120-3-MWJL,PC,4020,4020,1,"{""sharedFormula"":""I218""}",0.288,1157.76,JPY(¥),,344.36413440000007,0.557622765531062,THB DRIVE CHAIN,0.3723880597014925,1497,1497,1497,"{""sharedFormula"":""U225""}",0.52,1,778.44,,-1,,TC
A11,6039,,RS120-3-OL,PC,8480,8480,1,"{""sharedFormula"":""I218""}",0.288,2442.24,JPY(¥),,726.4198656,0.5545404081632653,THB DRIVE CHAIN,0.36981132075471695,3136,3136,3136,"{""sharedFormula"":""U225""}",0.52,1,1630.72,,-1,,TC
A11,5046,RS120-4-JL,RS120-4-MWJL,PC,5690,5690,1,"{""sharedFormula"":""I218""}",0.288,1638.7199999999998,JPY(¥),,487.42087680000003,0.5527920610687023,THB DRIVE CHAIN,0.3683655536028119,2096,2096,2096,"{""sharedFormula"":""U225""}",0.52,1,1089.92,,-1,,TC
A11,6040,,RS120-4-OL,PC,12000,12000,1,"{""sharedFormula"":""I218""}",0.288,3455.9999999999995,JPY(¥),,1027.95264,0.5537625282167042,THB DRIVE CHAIN,0.36916666666666664,4430,4430,4430,"{""sharedFormula"":""U225""}",0.52,1,2303.6,,-1,,TC
A11,0050,,RS120-4-RP,LINK,3140,3140,1,"{""sharedFormula"":""I218""}",0.355,1114.7,JPY(¥),"*In case of order in FT, please utilize 'TSL Chain Price for 10ft box' file",331.5563680000001,0.4550355555555554,THB DRIVE CHAIN,0.37261146496815284,1170,1170,1170,"{""sharedFormula"":""U225""}",0.52,1,608.4,,-1,,TC
A11,5047,RS120-5-JL,RS120-5-MWJL,PC,6710,6710,1,"{""sharedFormula"":""I218""}",0.288,1932.4799999999998,JPY(¥),,574.7968512000001,0.5567848596631916,THB DRIVE CHAIN,0.3716840536512668,2494,2494,2494,"{""sharedFormula"":""U225""}",0.52,1,1296.88,,-1,,TC
A11,6041,,RS120-5-OL,PC,14600,14600,1,"{""sharedFormula"":""I218""}",0.288,4204.799999999999,JPY(¥),,1250.675712,0.5545201704019262,THB DRIVE CHAIN,0.3697945205479452,5399,5399,5399,"{""sharedFormula"":""U225""}",0.52,1,2807.48,,-1,,TC
A11,0051,,RS120-5-RP,LINK,3790,3790,1,"{""sharedFormula"":""I218""}",0.355,1345.45,JPY(¥),,400.19064800000007,0.4510717546362339,THB DRIVE CHAIN,0.36992084432717676,1402,1402,1402,"{""sharedFormula"":""U225""}",0.52,1,729.0400000000001,,-1,,TC
A12,0037,RS120-LMD-NP-1,RS120-LMDNP-1-CP,LINK,2200,2200,1,"{""sharedFormula"":""I218""}",0.35,770,JPY(¥),,229.02880000000005,0.48486549707602333,THB DRIVE CHAIN,0.3886363636363636,855,855,855,"{""sharedFormula"":""U225""}",0.52,1,444.6,,-1,,TC
A12,5037,RS120-LMD-NP-1-JL,RS120-LMDNP-1-MWJL,PC,2310,2310,1,"{""sharedFormula"":""I218""}",0.35,808.5,JPY(¥),,240.48024000000004,0.48096296296296287,THB DRIVE CHAIN,0.38571428571428573,891,891,891,"{""sharedFormula"":""U225""}",0.52,1,463.32,,-1,,TC
A12,6027,RS120-LMD-NP-1-OL,RS120-LMDNP-1-OL,PC,4960,4960,1,"{""sharedFormula"":""I218""}",0.35,1736,JPY(¥),,516.3558400000001,0.4806527196652719,THB DRIVE CHAIN,0.38548387096774195,1912,1912,1912,"{""sharedFormula"":""U225""}",0.52,1,994.24,,-1,,TC
A12,0057,RS120-LMD-S-2,RS120-LMDS-2-CP,LINK,4690,4690,1,"{""sharedFormula"":""I218""}",0.35,1641.5,JPY(¥),,488.2477600000001,0.5520333969465648,THB DRIVE CHAIN,0.44690831556503197,2096,2096,2096,"{""sharedFormula"":""U225""}",0.52,1,1089.92,,-1,,TC
A12,5045,RS120-LMD-S-2-JL,RS120-LMDS-2-MWJL,PC,6560,6560,1,"{""sharedFormula"":""I218""}",0.35,2296,JPY(¥),,682.9222400000001,0.5542050237610319,THB DRIVE CHAIN,0.44908536585365855,2946,2946,2946,"{""sharedFormula"":""U225""}",0.52,1,1531.92,,-1,,TC
A14,5060,RS120-NEP-1-JL,RS120-NEP-1-MWJL,PC,2530,2530,1,"{""sharedFormula"":""I218""}",0.328,829.84,JPY(¥),,246.82760960000005,0.5065816216216216,THB DRIVE CHAIN,0.38023715415019765,962.0000000000001,962.0000000000001,962,1.1817758598920586e-16,0.52,1,500.24000000000007,,-1,,TC
A14,6060,,RS120-NEP-1-OL,PC,4400,4400,1,"{""sharedFormula"":""I218""}",0.328,1443.2,JPY(¥),,429.2654080000001,0.5018042245021122,THB DRIVE CHAIN,0.3765909090909091,1657,1657,1657,"{""sharedFormula"":""U225""}",0.52,1,861.64,,-1,,TC
