,,,,,,,,,,,,,PO multiplier,Exchange rate
,,,,,,,,,,,,JPY,1.1440000000000001,0.26

Category,Part No.,Previous Model No. ,New Model No. ,Unit ,"Manufacturer's suggested 
retail price","(New) Manufacturer's suggested 
retail price",Conversion to FT,% dif for cost,"(TTCL Internal Use)
PO Price","PO price
JPY/USD",PO price currency,REMARK (internal),"(TTCL Internal Use)
 THB Cost","(TTCL Internal Use)
GP",Pricelist Name,Multipiler,"Make same Price as Standard Price (THB)
=JPY/USD*Mul.","(New)
Make same Price as Standard Price","Standard Price (THB)
*Copy from excel",เช็คความต่าง %,"DIST. PL
 MUL.",Dist. Ex rate,Unit price (THB),(NEW) Unit price (THB),% dif for Unit price (SP),Status,Supplier Name,"Stock Reference 
(RPP)","Cutting &
Assembly",Detail
R31,0975,,BS50-50J,PC,90095,90095,1,"{""sharedFormula"":""I55""}",0.4,36038,JPY(¥),,10719.142720000002,-0.009549360269360598, SCG GROUP (CAM CLUTCH),0.5237804539652589,47189.99999999999,47189.99999999999,47190,1.5418431053577935e-16,1,0.225,10617.749999999998,10617.749999999998,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1101,,BS65-40J,PC,132000,132000,1,"{""sharedFormula"":""I55""}",0.4,52800,JPY(¥),,15704.832000000002,-0.006449032952666681, SCG GROUP (CAM CLUTCH),0.5253939393939394,69352,69352,69352,"{""sharedFormula"":""U55""}",1,0.225,15604.2,15604.2,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1102,,BS65-45J,PC,132000,132000,1,"{""sharedFormula"":""I55""}",0.4,52800,JPY(¥),,15704.832000000002,-0.006449032952666681, SCG GROUP (CAM CLUTCH),0.5253939393939394,69352,69352,69352,"{""sharedFormula"":""U55""}",1,0.225,15604.2,15604.2,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1103,,BS65-50J,PC,132000,132000,1,"{""sharedFormula"":""I55""}",0.4,52800,JPY(¥),,15704.832000000002,-0.006449032952666681, SCG GROUP (CAM CLUTCH),0.5253939393939394,69352,69352,69352,"{""sharedFormula"":""U55""}",1,0.225,15604.2,15604.2,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1104,,BS65-55J,PC,132000,132000,1,"{""sharedFormula"":""I55""}",0.4,52800,JPY(¥),,15704.832000000002,-0.006449032952666681, SCG GROUP (CAM CLUTCH),0.5253939393939394,69352,69352,69352,"{""sharedFormula"":""U55""}",1,0.225,15604.2,15604.2,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1105,,BS65-60J,PC,132000,132000,1,"{""sharedFormula"":""I55""}",0.4,52800,JPY(¥),,15704.832000000002,-0.006449032952666681, SCG GROUP (CAM CLUTCH),0.5253939393939394,69352,69352,69352,"{""sharedFormula"":""U55""}",1,0.225,15604.2,15604.2,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1106,,BS65-65J,PC,132000,132000,1,"{""sharedFormula"":""I55""}",0.4,52800,JPY(¥),,15704.832000000002,-0.006449032952666681, SCG GROUP (CAM CLUTCH),0.5253939393939394,69352,69352,69352,"{""sharedFormula"":""U55""}",1,0.225,15604.2,15604.2,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1111,,BS75-60J,PC,166667,166667,1,"{""sharedFormula"":""I55""}",0.4,66666.8,JPY(¥),,19829.372992000004,-0.007851272026795699, SCG GROUP (CAM CLUTCH),0.5246629506740986,87444,87444,87444,"{""sharedFormula"":""U55""}",1,0.225,19674.9,19674.9,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1112,,BS75-65J,PC,166667,166667,1,"{""sharedFormula"":""I55""}",0.4,66666.8,JPY(¥),,19829.372992000004,-0.007851272026795699, SCG GROUP (CAM CLUTCH),0.5246629506740986,87444,87444,87444,"{""sharedFormula"":""U55""}",1,0.225,19674.9,19674.9,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1113,,BS75-70J,PC,166667,166667,1,"{""sharedFormula"":""I55""}",0.4,66666.8,JPY(¥),,19829.372992000004,-0.007851272026795699, SCG GROUP (CAM CLUTCH),0.5246629506740986,87444,87444,87444,"{""sharedFormula"":""U55""}",1,0.225,19674.9,19674.9,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1114,,BS75-75J,PC,166667,166667,1,"{""sharedFormula"":""I55""}",0.4,66666.8,JPY(¥),,19829.372992000004,-0.007851272026795699, SCG GROUP (CAM CLUTCH),0.5246629506740986,87444,87444,87444,"{""sharedFormula"":""U55""}",1,0.225,19674.9,19674.9,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1121,,BS85-70J,PC,246857,246857,1,"{""sharedFormula"":""I55""}",0.4,98742.8,JPY(¥),,29370.058432000005,-0.006760861589510256, SCG GROUP (CAM CLUTCH),0.5252312067310224,129657,129657,129657,"{""sharedFormula"":""U55""}",1,0.225,29172.825,29172.825,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1122,,BS85-75J,PC,246857,246857,1,"{""sharedFormula"":""I55""}",0.4,98742.8,JPY(¥),,29370.058432000005,-0.006760861589510256, SCG GROUP (CAM CLUTCH),0.5252312067310224,129657,129657,129657,"{""sharedFormula"":""U55""}",1,0.225,29172.825,29172.825,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1123,,BS85-80J,PC,246857,246857,1,"{""sharedFormula"":""I55""}",0.4,98742.8,JPY(¥),,29370.058432000005,-0.006760861589510256, SCG GROUP (CAM CLUTCH),0.5252312067310224,129657,129657,129657,"{""sharedFormula"":""U55""}",1,0.225,29172.825,29172.825,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1124,,BS85-85J,PC,246857,246857,1,"{""sharedFormula"":""I55""}",0.4,98742.8,JPY(¥),,29370.058432000005,-0.006760861589510256, SCG GROUP (CAM CLUTCH),0.5252312067310224,129657,129657,129657,"{""sharedFormula"":""U55""}",1,0.225,29172.825,29172.825,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1131,,BS95-80J,PC,284000,284000,1,"{""sharedFormula"":""I55""}",0.4,113600,JPY(¥),,33789.184,-0.006131296009695292, SCG GROUP (CAM CLUTCH),0.5255598591549295,149259,149259,149259,"{""sharedFormula"":""U55""}",1,0.225,33583.275,33583.275,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1132,,BS95-85J,PC,284000,284000,1,"{""sharedFormula"":""I55""}",0.4,113600,JPY(¥),,33789.184,-0.006131296009695292, SCG GROUP (CAM CLUTCH),0.5255598591549295,149259,149259,149259,"{""sharedFormula"":""U55""}",1,0.225,33583.275,33583.275,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1133,,BS95-90J,PC,284000,284000,1,"{""sharedFormula"":""I55""}",0.4,113600,JPY(¥),,33789.184,-0.006131296009695292, SCG GROUP (CAM CLUTCH),0.5255598591549295,149259,149259,149259,"{""sharedFormula"":""U55""}",1,0.225,33583.275,33583.275,"{""sharedFormula"":""Z55""}",,MC,,,Price valid until March 2025
R31,1134,,BS95-95J,PC,284000,284000,1,,0.4,113600,JPY(¥),,33789.184,-0.006131296009695292, SCG GROUP (CAM CLUTCH),0.5255598591549295,149259,149259,149259,,1,0.225,33583.275,33583.275,,,MC,,,Price valid until March 2025
R31,1143,,BS110-100J,PC,329714,329714,1,"{""sharedFormula"":""I87""}",0.4,131885.6,JPY(¥),,39228.05286400001,-0.0055709773145721725, SCG GROUP (CAM CLUTCH),0.5258527087111861,173381,173381,173381,"{""sharedFormula"":""U87""}",1,0.225,39010.725,39010.725,"{""sharedFormula"":""Z87""}",,MC,,,Price valid until March 2025
R31,1144,,BS110-105J,PC,329714,329714,1,"{""sharedFormula"":""I87""}",0.4,131885.6,JPY(¥),,39228.05286400001,-0.0055709773145721725, SCG GROUP (CAM CLUTCH),0.5258527087111861,173381,173381,173381,"{""sharedFormula"":""U87""}",1,0.225,39010.725,39010.725,"{""sharedFormula"":""Z87""}",,MC,,,Price valid until March 2025
R31,1145,,BS110-110J,PC,329714,329714,1,"{""sharedFormula"":""I87""}",0.4,131885.6,JPY(¥),,39228.05286400001,-0.0055709773145721725, SCG GROUP (CAM CLUTCH),0.5258527087111861,173381,173381,173381,"{""sharedFormula"":""U87""}",1,0.225,39010.725,39010.725,"{""sharedFormula"":""Z87""}",,MC,,,Price valid until March 2025
R31,1141,,BS110-85J,PC,329714,329714,1,"{""sharedFormula"":""I87""}",0.4,131885.6,JPY(¥),,39228.05286400001,-0.0055709773145721725, SCG GROUP (CAM CLUTCH),0.5258527087111861,173381,173381,173381,"{""sharedFormula"":""U87""}",1,0.225,39010.725,39010.725,"{""sharedFormula"":""Z87""}",,MC,,,Price valid until March 2025
R31,1142,,BS110-95J,PC,329714,329714,1,"{""sharedFormula"":""I87""}",0.4,131885.6,JPY(¥),,39228.05286400001,-0.0055709773145721725, SCG GROUP (CAM CLUTCH),0.5258527087111861,173381,173381,173381,"{""sharedFormula"":""U87""}",1,0.225,39010.725,39010.725,"{""sharedFormula"":""Z87""}",,MC,,,Price valid until March 2025
