,,,,,,,,,,,,,PO multiplier,Exchange rate
,,,,,,,,,,,,JPY,1.1440000000000001,0.26
,,,,,,,,,,,,USD,1.16688,38
Category,Part No.,Previous Model No. ,New Model No. ,Unit ,"Manufacturer's suggested 
retail price","(New) Manufacturer's suggested 
retail price",Conversion to FT,% dif for cost,"(TTCL Internal Use)
PO Price","PO price
JPY/USD",PO price currency,REMARK (internal),"(TTCL Internal Use)
 THB Cost","(TTCL Internal Use)
GP",Pricelist Name,Multipiler,"Make same Price as Standard Price (THB)
=JPY/USD*Mul.","(New)
Make same Price as Standard Price","Standard Price (THB)
*Copy from excel",เช็คความต่าง %,"DIST. PL
 MUL.",Dist. Ex rate,Unit price (THB),(NEW) Unit price (THB),% dif for Unit price (SP),Status,Supplier Name,"Stock Reference 
(RPP)","Cutting &
Assembly",Detail
A11,5051,RS140-3-JL,RS140-3-MWJL,PC,1678.32,1678.32,1,"{""sharedFormula"":""I27""}",1,1678.32,JPY,,499.1995008,0.14237941708542717,SCG GROUP (CHAIN) ,1.541422374755708,2587,2587,2587,"{""sharedFormula"":""U27""}",1,0.225,582.075,582.075,"{""sharedFormula"":""Z27""}",,TC
A11,5057,RS160-3-JL,RS160-3-MWJL,PC,2434.32,2434.32,1,"{""sharedFormula"":""I27""}",1,2434.32,JPY,,724.0641408000001,0.13001815409570136,SCG GROUP (CHAIN) ,1.5195208518189884,3699,3699,3699,"{""sharedFormula"":""U27""}",1,0.225,832.275,832.275,"{""sharedFormula"":""Z27""}",,TC
A11,5063,RS180-3-JL,RS180-3-MWJL,PC,4505.76,4505.76,1,"{""sharedFormula"":""I27""}",1,4505.76,JPY,,1340.1932544000001,0.13032348313622424,SCG GROUP (CHAIN) ,1.5200543304570149,6849,6849,6849,"{""sharedFormula"":""U27""}",1,0.225,1541.025,1541.025,"{""sharedFormula"":""Z27""}",,TC
A11,5069,RS200-3-JL,RS200-3-MWJL,PC,5775.84,5775.84,1,,1,5775.84,JPY,,1717.9658496000002,0.13587553463105476,SCG GROUP (CHAIN) ,1.529820770658467,8836,8836,8836,,1,0.225,1988.1000000000001,1988.1000000000001,,,TC
A11,5075,RS240-3-JL,RS240-3-MSJL,PC,11460.96,11460.96,1,"{""sharedFormula"":""I48""}",1,11460.96,JPY,,3408.9479424000006,0.12865885990338155,SCG GROUP (CHAIN) ,1.5171503957783643,17388,17388,17388,"{""sharedFormula"":""U48""}",1,0.225,3912.3,3912.3,"{""sharedFormula"":""Z48""}",,TC
A11,6003,,RS35-3-OL,PC,993,993,1,"{""sharedFormula"":""I48""}",0.355,352.515,JPY,Cost from TC New Standard Price_202411,104.85206160000001,0.010596257607926353,SCG GROUP (CHAIN) ,0.4743202416918429,471,471,471,"{""sharedFormula"":""U48""}",1,0.225,105.97500000000001,105.97500000000001,"{""sharedFormula"":""Z48""}",,TC
A11,6009,,RS40-3-OL,PC,380.21,380.21,1,"{""sharedFormula"":""I48""}",1,380.21,JPY,,113.08966240000001,0.014469172984749378,SCG GROUP (CHAIN) ,1.3413639830619921,510,510,510,"{""sharedFormula"":""U48""}",1,0.225,114.75,114.75,"{""sharedFormula"":""Z48""}",,TC
A11,6015,,RS50-3-OL,PC,521.85,521.85,1,"{""sharedFormula"":""I48""}",1,521.85,JPY,,155.21906400000003,0.010240306073648878,SCG GROUP (CHAIN) ,1.3356328446871706,697,697,697,"{""sharedFormula"":""U48""}",1,0.225,156.82500000000002,156.82500000000002,"{""sharedFormula"":""Z48""}",,TC
A11,6021,,RS60-3-OL,PC,693.32,693.32,1,"{""sharedFormula"":""I48""}",1,693.32,JPY,,206.22110080000004,0.010217898728101511,SCG GROUP (CHAIN) ,1.3356026077424565,926,926,926,"{""sharedFormula"":""U48""}",1,0.225,208.35,208.35,"{""sharedFormula"":""Z48""}",,TC
A11,6027,,RS80-3-OL,PC,870.91,870.91,1,"{""sharedFormula"":""I48""}",1,870.91,JPY,,259.04347040000005,0.14081767694859024,SCG GROUP (CHAIN) ,1.538620523360623,1340,1340,1340,"{""sharedFormula"":""U48""}",1,0.225,301.5,301.5,"{""sharedFormula"":""Z48""}",,TC
A11,6033,,RS100-3-OL,PC,1505.95,1505.95,1,"{""sharedFormula"":""I48""}",1,1505.95,JPY,,447.9297680000001,0.1407859435093271,SCG GROUP (CHAIN) ,1.5385636973339087,2317,2317,2317,"{""sharedFormula"":""U48""}",1,0.225,521.325,521.325,"{""sharedFormula"":""Z48""}",,TC
